a_x a_y a_z g_x g_y g_z
".02,-0.01,0.01"
"413030,1.15,1.59,-9.70,0.01,0.00,0.01"
"413035,0.98,1.58,-9.77,0.00,0.00,0.01"
"413039,1.08,1.56,-9.76,0.00,0.00,0.01"
"413071,1.10,1.59,-9.76,0.00,0.00,0.01"
"413076,1.07,1.53,-9.81,0.01,0.00,0.01"
"413080,1.13,1.57,-9.79,0.01,0.00,0.01"
"413085,1.00,1.66,-9.75,0.01,-0.00,0.01"
"413089,1.06,1.52,-9.77,0.01,0.00,0.01"
"413093,1.11,1.55,-9.76,0.00,0.00,0.01"
"413098,1.13,1.56,-9.71,0.00,0.00,0.01"
"413103,1.02,1.54,-9.75,0.01,0.00,0.01"
"413108,1.06,1.58,-9.72,0.01,0.00,0.01"
"413112,1.04,1.58,-9.79,0.01,0.00,0.01"
"413117,1.06,1.52,-9.71,0.01,0.00,0.01"
"413122,1.08,1.47,-9.72,0.01,0.00,0.01"
"413126,1.07,1.54,-9.71,0.01,0.00,0.01"
"413132,1.12,1.61,-9.63,0.00,0.00,0.01"
"413137,1.01,1.56,-9.74,0.01,0.00,0.01"
"413142,1.08,1.55,-9.76,0.01,0.00,0.01"
"413146,1.03,1.59,-9.74,0.01,0.00,0.01"
"413150,1.06,1.53,-9.71,0.01,-0.00,0.01"
"413155,1.05,1.56,-9.69,0.01,-0.00,0.01"
"413159,1.04,1.57,-9.76,0.00,0.00,0.01"
"413163,1.07,1.56,-9.71,0.01,-0.00,0.01"
"413168,1.03,1.62,-9.71,0.01,-0.00,0.01"
"413172,1.05,1.57,-9.74,0.01,-0.00,0.01"
"413176,1.00,1.53,-9.78,0.01,-0.00,0.01"
"413271,1.07,1.52,-9.72,0.01,-0.00,0.01"
"413276,1.00,1.53,-9.73,0.01,-0.00,0.01"
"413280,1.13,1.54,-9.82,0.01,-0.00,0.01"
"413286,1.05,1.54,-9.73,0.01,-0.00,0.01"
"413290,1.15,1.50,-9.73,0.01,-0.00,0.01"
"413295,1.02,1.52,-9.77,0.01,-0.00,0.01"
"413299,1.09,1.62,-9.75,0.01,-0.00,0.01"
"413304,1.10,1.60,-9.72,0.01,-0.01,0.01"
"413308,1.04,1.60,-9.72,0.01,-0.00,0.01"
"413313,1.03,1.53,-9.73,0.01,0.00,0.01"
"413317,1.01,1.62,-9.81,0.01,-0.00,0.01"
"413321,1.10,1.55,-9.75,0.01,-0.00,0.01"
"413326,1.09,1.57,-9.75,0.01,-0.00,0.01"
"413330,1.09,1.60,-9.72,0.01,-0.00,0.01"
"413335,1.07,1.64,-9.71,0.01,-0.01,0.01"
"413339,1.08,1.57,-9.71,0.01,-0.00,0.01"
"413343,1.11,1.60,-9.68,0.01,-0.00,0.01"
"413348,1.11,1.62,-9.71,0.01,-0.00,0.01"
"413353,1.05,1.55,-9.74,0.01,-0.00,0.01"
"413360,1.00,1.58,-9.73,0.01,-0.00,0.01"
