millis a_x a_y a_z f
343238 0.20 0.20 0.59 313
343242 0.20 0.20 0.59 257
343246 0.20 0.20 0.59 253
343250 0.20 0.20 0.59 263
343254 0.20 0.20 0.59 3443
343258 0.20 0.20 0.59 3618
343261 0.20 0.20 0.59 4095
343265 0.20 0.20 0.59 4095
343269 0.20 0.20 0.59 4095
343273 0.20 0.20 0.59 4095
343277 0.20 0.20 0.59 4095
343281 0.20 0.20 0.59 4095
343285 0.20 0.20 0.59 4095
343288 0.20 0.20 0.59 4095
343292 0.20 0.20 0.59 4095
343296 0.20 0.20 0.59 4095
343300 0.20 0.20 0.59 4095
343304 0.20 0.20 0.59 4095
343308 0.20 0.20 0.59 4095
343312 0.20 0.20 0.59 4095
343315 0.20 0.20 0.59 4095
343319 0.20 0.20 0.59 4095
343323 0.20 0.20 0.59 4095
343327 0.20 0.20 0.59 4034
343331 0.20 0.20 0.59 3875
343335 0.20 0.20 0.59 3872
343339 0.20 0.20 0.59 3726
343342 0.20 0.20 0.59 3387
343346 0.20 0.20 0.59 2960
343350 0.20 0.20 0.59 2522
343354 0.20 0.20 0.59 2081
343358 0.20 0.20 0.59 1744
343362 0.20 0.20 0.59 1562
343366 0.20 0.20 0.59 1407
343369 0.20 0.20 0.59 1310
343373 0.20 0.20 0.59 1311
343377 0.20 0.20 0.59 1187
343381 0.20 0.20 0.59 951
343385 0.20 0.20 0.59 710
343389 0.20 0.20 0.59 823
343393 0.20 0.20 0.59 704
343396 0.20 0.20 0.59 597
343400 0.20 0.20 0.59 533
343404 0.20 0.20 0.59 481
343408 0.20 0.20 0.59 554
343412 0.20 0.20 0.59 656
343416 0.20 0.20 0.59 695
343420 0.20 0.20 0.59 659
343424 0.20 0.20 0.59 592
343427 0.20 0.20 0.59 593
343431 0.20 0.20 0.59 473
343435 0.20 0.20 0.59 559
343439 0.20 0.20 0.59 432
343443 0.20 0.20 0.59 431
343447 0.20 0.20 0.59 465
343450 0.20 0.20 0.59 592
343454 0.20 0.20 0.59 545
343458 0.20 0.20 0.59 563
343462 0.20 0.20 0.59 443
343466 0.20 0.20 0.59 438
343470 0.20 0.20 0.59 423
343474 0.20 0.20 0.59 487
343478 0.20 0.20 0.59 565
343482 0.20 0.20 0.59 523
343486 0.20 0.20 0.59 485
343490 0.20 0.20 0.59 465
343494 0.20 0.20 0.59 488
343498 0.20 0.20 0.59 448
343501 0.20 0.20 0.59 475
343505 0.20 0.20 0.59 464
343509 0.20 0.20 0.59 436
343513 0.20 0.20 0.59 465
343517 0.20 0.20 0.59 335
343521 0.20 0.20 0.59 363
343524 0.20 0.20 0.59 390
343528 0.20 0.20 0.59 373
343532 0.20 0.20 0.59 389
343536 0.20 0.20 0.59 386
343540 0.20 0.20 0.59 341
343544 0.20 0.20 0.59 320
343548 0.20 0.20 0.59 335
343552 0.20 0.20 0.59 378
343555 0.20 0.20 0.59 357
343559 0.20 0.20 0.59 383
343563 0.20 0.20 0.59 400
343567 0.20 0.20 0.59 410
343571 0.20 0.20 0.59 403
343575 0.20 0.20 0.59 389
343579 0.20 0.20 0.59 407
343582 0.20 0.20 0.59 370
343586 0.20 0.20 0.59 398
343590 0.20 0.20 0.59 387
343594 0.20 0.20 0.59 378
343598 0.20 0.20 0.59 352
343602 0.20 0.20 0.59 301
343606 0.20 0.20 0.59 312
343609 0.20 0.20 0.59 314
343613 0.20 0.20 0.59 314
343617 0.20 0.20 0.59 320
343621 0.20 0.20 0.59 326
343625 0.20 0.20 0.59 304
343629 0.20 0.20 0.59 301
343633 0.20 0.20 0.59 315
343636 0.20 0.20 0.59 309
343640 0.20 0.20 0.59 290
343644 0.20 0.20 0.59 326
343648 0.20 0.20 0.59 324
343652 0.20 0.20 0.59 323
343656 0.20 0.20 0.59 321
343660 0.20 0.20 0.59 320
343664 0.20 0.20 0.59 320
343667 0.20 0.20 0.59 333
343671 0.20 0.20 0.59 327
343675 0.20 0.20 0.59 309
343679 0.20 0.20 0.59 275
343683 0.20 0.20 0.59 3442
343687 0.20 0.20 0.59 3597
343690 0.20 0.20 0.59 4018
343694 0.20 0.20 0.59 4095
343698 0.20 0.20 0.59 4095
343702 0.20 0.20 0.59 4095
343706 0.20 0.20 0.59 4095
343710 0.20 0.20 0.59 4095
343714 0.20 0.20 0.59 4095
343718 0.20 0.20 0.59 4095
