millis a_x a_y a_z f
573206 -1.42 0.20 1.12 0
573210 -1.42 0.20 1.12 0
573214 -1.42 0.20 1.12 0
573218 -1.42 0.20 1.12 0
573222 -1.51 0.24 1.32 0
573225 -1.51 0.24 1.32 0
573229 -1.51 0.24 1.32 0
573233 -1.51 0.24 1.32 0
573237 -1.51 0.24 1.32 0
573241 -1.61 0.20 1.27 0
573245 -1.61 0.20 1.27 0
573249 -1.61 0.20 1.27 0
573253 -1.61 0.20 1.27 0
573257 -1.61 0.20 1.27 0
573261 -1.32 0.15 1.12 0
573265 -1.32 0.15 1.12 0
573271 -1.32 0.15 1.12 0
573275 -1.32 0.15 1.12 0
573279 -1.17 0.10 1.27 0
573285 -1.17 0.10 1.27 0
573288 -1.17 0.10 1.27 0
573293 -1.17 0.10 1.27 0
573297 -0.78 0.20 1.07 0
573301 -0.78 0.20 1.07 0
573304 -0.78 0.20 1.07 0
573308 -0.78 0.20 1.07 0
573312 -0.78 0.20 1.07 0
573316 -0.78 0.39 1.07 0
573320 -0.24 0.39 1.07 0
573323 -0.24 0.39 1.07 0
573327 -0.24 0.39 1.07 3020
573331 -0.24 0.39 1.07 3523
573335 3.66 0.73 1.66 3942
573338 3.71 0.73 1.66 4095
573342 3.71 0.73 1.66 4095
573346 3.71 0.73 1.66 4095
573350 3.71 0.73 1.66 4095
573353 6.84 8.94 -4.15 4095
573368 6.60 8.94 -4.15 4095
573372 6.60 -2.78 1.56 4095
573413 -1.12 2.15 -0.98 4095
573417 -1.12 2.15 -0.98 4095
573420 -1.12 2.15 -0.98 4095
573424 -1.12 2.15 -0.98 4095
573428 -1.12 2.15 -0.73 4095
573432 -0.83 0.64 -0.73 4095
573436 -0.83 0.64 -0.73 4095
573440 -0.83 0.64 -0.73 4095
573444 -0.83 0.64 -0.73 4095
573448 -0.83 0.64 -0.29 4095
573452 -0.93 0.73 -0.29 4095
573455 -0.93 0.73 -0.29 4095
573459 -0.93 0.73 -0.29 4081
573463 -0.93 0.73 -0.29 4048
573467 -0.93 1.51 0.54 4002
573471 -0.68 0.83 0.54 3993
573474 -0.68 0.83 0.54 3859
573478 -0.68 0.83 0.54 3813
573482 -0.68 0.83 0.54 3723
573538 0.73 0.59 0.34 403
573541 0.73 0.59 0.34 387
573545 0.59 0.64 0.68 304
573549 0.59 0.64 0.68 224
573553 0.59 0.64 0.68 304
573558 0.59 0.64 0.68 245
573562 0.59 0.64 0.78 216
573566 0.29 0.64 0.78 240
573569 0.29 0.64 0.78 331
573573 0.29 0.64 0.78 310
573577 0.29 0.64 0.78 206
573581 0.29 0.64 0.59 164
573585 0.20 0.54 0.59 183
573588 0.20 0.54 0.59 111
573592 0.20 0.54 0.59 147
573596 0.20 0.54 0.59 191
573600 0.20 0.54 0.54 258
573604 -0.05 0.54 0.54 227
573608 -0.05 0.54 0.54 149
573611 -0.05 0.54 0.54 171
573615 -0.05 0.54 0.54 86
573619 -0.05 0.54 0.83 101
573623 -0.20 0.64 0.83 106
573627 -0.20 0.64 0.83 102
573631 -0.20 0.64 0.83 97
573635 -0.20 0.64 0.83 105
573638 -0.20 0.59 0.83 102
573642 -0.15 0.59 0.83 121
573646 -0.15 0.59 0.83 117
