millis a_x a_y a_z f
68673 0.59 0.39 0.15 0
68677 0.59 0.39 0.15 0
68681 0.59 0.39 0.15 0
68685 0.59 0.39 0.15 0
68689 0.59 0.39 0.15 0
68693 0.59 0.39 0.15 0
68696 0.59 0.39 0.15 0
68700 0.59 0.39 0.15 0
68704 0.59 0.39 0.15 0
68708 0.59 0.39 0.15 0
68712 0.59 0.39 0.15 0
68716 0.59 0.39 0.15 0
68720 0.59 0.39 0.15 0
68724 0.59 0.39 0.15 0
68728 0.59 0.39 0.15 0
68732 0.59 0.39 0.15 0
68735 0.59 0.39 0.15 0
68739 0.59 0.39 0.15 0
68743 0.59 0.39 0.15 0
68748 0.59 0.39 0.15 0
68751 0.59 0.39 0.15 0
68755 0.59 0.39 0.15 0
68759 0.59 0.39 0.15 0
68763 0.59 0.39 0.15 0
68768 0.59 0.39 0.15 0
68771 0.59 0.39 0.15 0
68775 0.59 0.39 0.15 0
68779 0.59 0.39 0.15 0
68783 0.59 0.39 0.15 0
68787 0.59 0.39 0.15 0
68791 0.59 0.39 0.15 0
68794 0.59 0.39 0.15 0
68798 0.59 0.39 0.15 0
68802 0.59 0.39 0.15 0
68806 0.59 0.39 0.15 0
68810 0.59 0.39 0.15 0
68814 0.59 0.39 0.15 0
68818 0.59 0.39 0.15 0
68821 0.59 0.39 0.15 0
68825 0.59 0.39 0.15 0
68829 0.59 0.39 0.15 0
68833 0.59 0.39 0.15 0
68837 0.59 0.39 0.15 0
68841 0.59 0.39 0.15 0
68845 0.59 0.39 0.15 0
68848 0.59 0.39 0.15 0
68852 0.59 0.39 0.15 0
68856 0.59 0.39 0.15 0
68860 0.59 0.39 0.15 0
68864 0.59 0.39 0.15 0
68868 0.59 0.39 0.15 0
68872 0.59 0.39 0.15 0
68876 0.59 0.39 0.15 0
68879 0.59 0.39 0.15 0
68883 0.59 0.39 0.15 0
68887 0.59 0.39 0.15 0
68891 0.59 0.39 0.15 0
68895 0.59 0.39 0.15 0
68899 0.59 0.39 0.15 0
68903 0.59 0.39 0.15 0
68907 0.59 0.39 0.15 0
68910 0.59 0.39 0.15 0
68914 0.59 0.39 0.15 0
68918 0.59 0.39 0.15 0
68922 0.59 0.39 0.15 0
68926 0.59 0.39 0.15 0
