millis,a_x,a_y,a_z,f,,,
427327,-0.83,0.54,0.98,0,,,
427331,-0.83,0.54,0.98,0,,,
427335,-0.83,0.54,0.98,0,,,
427340,-0.83,0.54,0.98,0,,,
427344,-0.83,0.54,1.27,0,,,
427348,-0.98,0.49,1.27,0,,,
427353,-0.98,0.49,1.27,0,,,
427357,-0.98,0.49,1.27,0,,,
427361,-0.98,0.49,1.27,0,,,
427366,-0.93,0.39,1.12,0,,,
427370,-0.93,0.39,1.12,0,,,
427374,-0.93,0.39,1.12,0,,,
427379,-0.93,0.39,1.12,0,,,
427383,-0.93,0.24,1.17,0,,,
427387,-0.93,0.24,1.17,0,,,
427391,-0.93,0.24,1.17,0,,,
427396,-0.93,0.24,1.17,0,,,
427400,-0.93,0.24,1.17,0,,,
427404,-0.98,-0.05,1.32,0,,,
427409,-0.98,-0.05,1.32,0,,,
427413,-0.98,-0.05,1.32,0,,,
427418,-0.98,-0.05,1.32,0,,,
427422,-1.12,-0.05,1.17,0,,,
427426,-1.12,-0.05,1.17,0,,,
427430,-1.12,-0.05,1.17,0,,,
427451,-1.17,0,1.56,0,,,
427456,-1.17,0,1.56,0,,,
427460,-1.22,-0.05,1.56,0,,,
427465,-1.22,-0.05,1.56,0,,,
427470,-1.22,-0.05,1.56,0,,,
427474,-1.22,-0.05,1.56,0,,,
427478,-1.61,0,1.27,0,,,
427483,-1.61,0,1.27,0,,,
427487,-1.61,0,1.27,0,,,
427491,-1.61,0,1.27,0,,,
427496,-1.61,0,1.71,0,,,
427500,-2.44,-0.39,1.71,0,,,
427504,-2.44,-0.39,1.71,0,,,
427509,-2.44,-0.39,1.71,0,,,
427513,-2.44,-0.39,1.71,0,,,
427518,-3.18,-0.64,2.1,0,,,
427522,-3.18,-0.64,2.1,0,,,
427526,-3.18,-0.64,2.1,0,,,
427531,-3.18,-0.64,2.1,0,,,
427535,-3.18,-0.88,2.49,0,,,
427540,-3.18,-0.88,2.49,0,,,
427544,-3.18,-0.88,2.49,0,,,
427548,-3.18,-0.88,2.49,0,,,
427552,-3.18,-0.88,2,0,,,
427557,-2.39,-0.64,2,0,,,
427561,-2.39,-0.64,2,0,,,
427565,-2.39,-0.64,2,0,,,
427570,-2.39,-0.64,2,0,,,
427651,-2.05,-1.86,-0.98,4095,,,
427656,-2.05,-1.86,-0.98,3959,,,
427660,-2.05,-1.86,-0.98,3841,,,
427666,-2.05,-1.86,-0.88,3594,,,
427671,0.98,0.88,-0.88,3311,,,
427675,0.98,0.88,-0.88,3036,,,
427681,0.98,0.88,-0.88,2309,,,
427685,0.98,0.88,0.68,1830,,,
427689,0.1,-0.1,0.59,1203,,,
427693,0.1,-0.1,0.59,944,,,
427698,0.1,-0.1,0.59,687,,,
427702,0.1,-0.1,0.59,791,,,
427706,0.34,-0.59,3.08,1375,,,
427711,0.34,-0.59,3.08,1557,,,
427715,0.34,-0.59,3.08,1402,,,
427719,0.34,-0.59,3.08,821,,,
427723,0.34,-0.59,1.56,553,,,
427728,0.88,-0.34,1.56,426,,,
427732,0.88,-0.34,1.56,352,,,
427736,0.88,-0.34,1.56,362,,,
427741,0.88,-0.34,1.56,321,,,
427745,0.29,0.34,1.03,202,,,
427749,0.29,0.34,1.03,241,,,
427753,0.29,0.34,1.03,214,,,
427856,0.1,1.12,-0.34,69,,,
427860,0.24,0.98,-0.34,17,,,
427865,0.24,0.98,-0.34,0,,,
427869,0.24,0.98,-0.34,0,,,
427873,0.24,0.98,-0.34,0,,,
427878,0.29,0.88,-0.1,0,,,
427882,0.29,0.88,-0.1,0,,,
427887,0.29,0.88,-0.1,0,,,
427891,0.29,0.88,-0.1,0,,,
427895,0.29,1.07,-0.15,0,,,
427900,0.1,1.07,-0.15,0,,,
427904,0.1,1.07,-0.15,0,,,
427908,0.1,1.07,-0.15,0,,,
427913,0.1,1.07,0.64,0,,,
427917,-0.05,0.88,0.2,0,,,
427921,-0.05,0.88,0.2,0,,,
427925,-0.05,0.88,0.2,0,,,
427930,-0.05,0.88,0.2,0,,,
427934,-0.15,0.93,0,0,,,
427938,-0.15,0.93,0,0,,,
427943,-0.15,0.93,0,0,,,
427947,-0.15,0.93,0,0,,,
427951,-0.15,0.93,0.05,0,,,
427956,0.1,0.88,0.05,0,,,
427960,0.1,0.88,0.05,0,,,
427964,0.1,0.88,0.05,0,,,
427969,0.1,0.88,0.05,0,,,
427973,-0.05,0.78,0.39,0,,,
427977,-0.05,0.78,0.39,0,,,
427982,-0.05,0.78,0.39,0,,,
427986,-0.05,0.78,0.39,0,,,
427990,-0.05,0.93,0.2,0,,,
427994,-0.15,0.93,0.2,0,,,
427999,-0.15,0.93,0.2,0,,,
428003,-0.15,0.93,0.2,0,,,
428007,-0.15,0.93,0.2,0,,,
428012,-0.1,0.93,0.15,0,,,
428016,-0.1,0.93,0.15,0,,,
428020,-0.1,0.93,0.15,0,,,
428025,-0.1,0.93,0.15,0,,,
428029,-0.05,0.93,0.34,0,,,
428033,-0.05,0.93,0.34,0,,,
428037,-0.05,0.93,0.34,0,,,
428090,-0.29,0.88,0.73,0,,,
428094,-0.29,0.88,0.73,0,,,
428099,-0.29,0.88,0.73,0,,,
428103,-0.29,0.88,0.64,0,,,
428107,-0.44,1.03,0.64,0,,,
428111,-0.44,1.03,0.64,0,,,
428116,-0.44,1.03,0.64,0,,,
428120,-0.44,1.03,0.64,0,,,
428124,-0.34,0.78,0.78,0,,,
428129,-0.34,0.78,0.78,0,,,
428133,-0.34,0.78,0.78,0,,,
428138,-0.34,0.78,0.78,0,,,
428142,-0.34,0.98,0.83,0,,,
428147,-0.2,0.98,0.83,0,,,
428151,-0.2,0.98,0.83,0,,,
428155,-0.2,0.98,0.83,0,,,
428160,-0.2,0.98,0.83,0,,,
428164,-0.2,1.17,0.93,0,,,
428168,-0.2,1.17,0.93,0,,,
428173,-0.2,1.17,0.93,0,,,
428177,-0.2,1.17,0.93,0,,,
428181,-0.24,0.88,0.98,0,,,
428186,-0.24,0.88,0.98,0,,,
428190,-0.24,0.88,0.98,0,,,
428194,-0.24,0.88,0.98,0,,,
428199,-0.24,0.88,0.88,0,,,
428203,-0.29,0.88,0.88,0,,,
428207,-0.29,0.88,0.88,0,,,
428212,-0.29,0.88,0.88,0,,,
428216,-0.29,0.88,0.88,0,,,
428221,-0.2,0.78,0.93,0,,,
428225,-0.2,0.78,0.93,0,,,
428229,-0.2,0.78,0.93,0,,,
428234,-0.2,0.78,0.93,0,,,
428238,-0.2,0.73,0.83,0,,,
428242,-0.2,0.73,0.83,0,,,
428247,-0.2,0.73,0.83,0,,,
428251,-0.2,0.73,0.83,0,,,
428255,-0.2,0.73,0.93,0,,,
428260,-0.29,0.68,0.93,0,,,
428264,-0.29,0.68,0.93,0,,,
428268,-0.29,0.68,0.93,0,,,
428273,-0.29,0.68,0.93,0,,,
428277,-0.39,0.68,0.83,0,,,
428281,-0.39,0.68,0.83,0,,,
428286,-0.39,0.68,0.83,0,,,
428290,-0.39,0.68,0.83,0,,,
428294,-0.34,0.68,0.93,0,,,
428299,-0.34,0.68,0.93,0,,,
428303,-0.34,0.68,0.93,0,,,
428307,-0.34,0.68,0.93,0,,,
428312,-0.34,0.68,1.03,0,,,
428316,-0.34,0.64,1.03,0,,,
428320,-0.34,0.64,1.03,0,,,
428325,-0.34,0.64,1.03,0,,,
428329,-0.34,0.64,1.03,0,,,
428333,-0.29,0.59,1.32,0,,,
428338,-0.29,0.59,1.32,0,,,
428342,-0.29,0.59,1.32,0,,,
428346,-0.29,0.59,1.32,0,,,
428351,-0.29,0.59,1.03,0,,,
428355,-0.29,0.73,1.03,0,,,
428359,-0.29,0.73,1.03,0,,,
428364,-0.29,0.73,1.03,0,,,
428368,-0.29,0.73,1.03,0,,,
428372,-0.29,0.68,1.17,0,,,
428377,-0.29,0.68,1.17,0,,,
428381,-0.29,0.68,1.17,0,,,
428385,-0.29,0.68,1.17,0,,,
428390,-0.49,0.83,0.78,0,,,
428394,-0.49,0.83,0.78,0,,,
428398,-0.49,0.83,0.78,0,,,
428403,-0.49,0.83,0.78,0,,,
428407,-0.49,0.83,0.93,0,,,
428411,-0.54,0.73,0.93,0,,,
428416,-0.54,0.73,0.93,0,,,
428420,-0.54,0.73,0.93,0,,,
428424,-0.54,0.73,0.93,0,,,
428429,-0.54,0.88,0.64,0,,,
428433,-0.54,0.88,0.64,0,,,
428437,-0.54,0.88,0.64,0,,,
428442,-0.54,0.88,0.64,0,,,
428446,-0.54,0.68,0.83,0,,,
428450,-0.39,0.68,0.83,0,,,
428455,-0.39,0.68,0.83,0,,,
428459,-0.39,0.68,0.83,0,,,
428463,-0.39,0.68,0.05,0,,,
428468,-0.78,0.78,0.68,0,,,
428472,-0.78,0.78,0.68,0,,,
428476,-0.78,0.78,0.68,0,,,
428481,-0.78,0.78,0.68,0,,,
428485,-0.68,0.73,0.83,0,,,
428489,-0.68,0.73,0.83,0,,,
428493,-0.68,0.73,0.83,0,,,
428498,-0.68,0.73,0.83,0,,,
428502,-0.68,0.73,0.98,0,,,
428506,-0.83,0.73,0.98,0,,,
428510,-0.83,0.73,0.98,0,,,
428515,-0.83,0.73,0.98,0,,,
428519,-0.83,0.73,0.98,0,,,
428524,-0.64,0.68,0.83,0,,,
428528,-0.64,0.68,0.83,0,,,
428532,-0.64,0.68,0.83,0,,,
428539,-0.64,0.68,0.83,0,,,
428543,-0.93,0.64,0.59,0,,,
428548,-0.93,0.64,0.59,0,,,
428552,-0.93,0.64,0.59,0,,,
428556,-0.93,0.64,0.59,0,,,
428561,-0.98,0.54,0.59,0,,,
428565,-0.98,0.54,0.59,0,,,
428570,-0.98,0.54,0.59,0,,,
428574,-0.98,0.54,0.59,0,,,
428579,-0.98,0.54,0.59,0,,,
428583,-1.03,0.54,0.59,0,,,
428588,-1.03,0.54,0.59,0,,,
428596,-1.03,0.54,0.59,0,,,
428600,-0.88,0.49,0.88,0,,,
428604,-0.88,0.49,0.88,0,,,
428609,-0.88,0.49,0.88,0,,,
428613,-0.88,0.49,0.88,0,,,
428617,-0.93,0.64,0.64,0,,,
428622,-0.93,0.64,0.64,0,,,
428626,-0.93,0.64,0.64,0,,,
428631,-0.93,0.64,0.64,0,,,
428635,-0.93,0.64,0.78,0,,,
428639,-1.07,0.68,0.78,0,,,
428644,-1.07,0.68,0.78,0,,,
428648,-1.07,0.68,0.78,0,,,
428652,-1.07,0.68,0.78,0,,,
428657,-0.98,0.49,1.27,0,,,
428661,-0.98,0.49,1.27,0,,,
428665,-0.98,0.49,1.27,0,,,
428670,-0.98,0.49,1.27,0,,,
428674,-0.2,0.05,1.17,0,,,
428678,-0.78,0.05,1.17,0,,,
428683,-0.78,0.05,1.17,0,,,
428687,-0.78,0.05,1.17,0,,,
429685,-0.39,0.59,0.88,0,,,
429690,-0.39,0.59,0.88,0,,,
430400,0.39,0.2,0.34,262,,,
430404,0.83,0.54,0.05,324,,,
430408,0.83,0.54,0.05,289,,,
430412,0.83,0.54,0.05,294,,,
430417,0.83,0.54,0.05,372,,,
430421,0.05,1.22,-0.05,325,,,
430425,0.68,1.22,-0.05,272,,,
430429,0.68,1.22,-0.05,248,,,
430434,0.68,1.22,-0.05,322,,,
430438,0.68,1.22,-0.05,212,,,
430442,0.64,1.42,-0.2,275,,,
430447,0.64,1.42,-0.2,323,,,
430451,0.64,1.42,-0.2,240,,,
430455,0.64,1.42,-0.2,257,,,
430460,0.54,1.17,-0.15,298,,,
430464,0.54,1.17,-0.15,366,,,
430468,0.54,1.17,-0.15,273,,,
430473,0.54,1.17,-0.15,291,,,
430478,0.54,0.88,-0.78,281,,,
430482,0.49,0.88,-0.78,256,,,
430487,0.49,0.88,-0.78,281,,,
430491,0.49,0.88,-0.78,249,,,
430495,0.49,0.88,-0.78,241,,,
430499,0.29,0.83,-0.49,114,,,
430504,0.29,0.83,-0.49,169,,,
430511,0.29,0.83,-0.49,176,,,
430515,0.29,0.83,-0.44,171,,,
430520,0.59,0.73,-0.44,158,,,
430524,0.59,0.73,-0.44,155,,,
430528,0.59,0.73,-0.44,121,,,
430533,0.59,0.73,-0.44,131,,,
430537,0.39,0.83,-0.24,143,,,
430541,0.39,0.83,-0.24,162,,,
430546,0.39,0.83,-0.24,81,,,
430550,0.39,0.83,-0.24,72,,,
430554,0.2,0.88,-0.54,82,,,
430559,0.2,0.88,-0.54,38,,,
430563,0.2,0.88,-0.54,48,,,
430567,0.2,0.88,-0.54,46,,,
430572,0.2,0.88,-0.05,47,,,
430576,0,0.64,-0.05,32,,,
430580,0,0.64,-0.05,27,,,
430585,0,0.64,-0.05,17,,,
430589,0,0.64,-0.05,16,,,
430593,0,0.78,-0.05,6,,,
430598,0,0.78,-0.05,7,,,
430602,0,0.78,-0.05,16,,,
430606,0,0.78,-0.05,10,,,
430611,0,0.78,-0.15,0,,,
430615,0.05,1.17,-0.15,0,,,
430619,0.05,1.17,-0.15,0,,,
430624,0.05,1.17,-0.15,0,,,
430628,0.05,1.17,-0.15,0,,,
430632,-0.05,0.88,-0.1,0,,,
430637,-0.05,0.88,-0.1,0,,,
430641,-0.05,0.88,-0.1,0,,,
430645,-0.05,0.88,-0.1,0,,,
430650,-0.05,0.73,0.2,0,,,
430654,-0.05,0.73,0.2,0,,,
430658,-0.05,0.73,0.2,0,,,
430663,-0.05,0.73,0.2,0,,,
430667,-0.05,0.73,0.39,0,,,
430671,-0.15,0.88,0.39,0,,,
430676,-0.15,0.88,0.39,0,,,
430680,-0.15,0.88,0.39,0,,,
430684,-0.15,0.88,0.39,0,,,
430688,-0.2,0.68,0.15,0,,,
430693,-0.2,0.68,0.15,0,,,
430697,-0.2,0.68,0.15,0,,,
430701,-0.2,0.68,0.15,0,,,
430734,-0.34,0.64,0.59,0,,,
430738,-0.34,0.64,0.59,0,,,
430743,-0.34,0.64,0.59,0,,,
430747,-0.2,0.59,0.59,0,,,
430751,-0.2,0.59,0.59,0,,,
430756,-0.2,0.59,0.59,0,,,
430760,-0.2,0.59,0.59,0,,,
430765,-0.24,0.83,0.64,0,,,
430769,-0.24,0.83,0.64,0,,,
430773,-0.24,0.83,0.64,0,,,
430778,-0.24,0.83,0.64,0,,,
430782,-0.24,0.88,0.59,0,,,
430786,-0.29,0.88,0.59,0,,,
430791,-0.29,0.88,0.59,0,,,
430795,-0.29,0.88,0.59,0,,,
430799,-0.29,0.88,1.37,0,,,
430806,-0.2,0.54,0.78,0,,,
430810,-0.2,0.54,0.78,0,,,
430814,-0.2,0.54,0.78,0,,,
430819,-0.2,0.54,0.83,0,,,
430823,-0.29,0.44,0.83,0,,,
430827,-0.29,0.44,0.83,0,,,
430832,-0.29,0.44,0.83,0,,,
430836,-0.29,0.44,0.83,0,,,
430841,-0.34,0.49,1.07,0,,,
430845,-0.34,0.49,1.07,0,,,
430849,-0.34,0.49,1.07,0,,,
430854,-0.34,0.49,1.07,0,,,
430858,-0.34,0.64,0.93,0,,,
430862,-0.34,0.64,0.93,0,,,
430867,-0.34,0.64,0.93,0,,,
430871,-0.34,0.64,0.93,0,,,
430876,-0.34,0.64,0.68,0,,,
430880,-0.34,0.83,0.68,0,,,
430884,-0.34,0.83,0.68,0,,,
430889,-0.34,0.83,0.68,0,,,
430893,-0.34,0.83,0.68,0,,,
430897,-0.54,0.49,0.78,0,,,
430902,-0.54,0.49,0.78,0,,,
430906,-0.54,0.49,0.78,0,,,
430910,-0.54,0.49,0.78,0,,,
430915,-0.54,0.64,1.03,0,,,
430919,-0.34,0.64,1.03,0,,,
430923,-0.34,0.64,1.03,0,,,
430928,-0.34,0.64,1.03,0,,,
430932,-0.34,0.64,1.03,0,,,
430937,-0.54,0.73,0.98,0,,,
430941,-0.54,0.73,0.98,0,,,
430945,-0.54,0.73,0.98,0,,,
430950,-0.54,0.73,0.98,0,,,
430954,-0.59,0.59,1.03,0,,,
430958,-0.59,0.59,1.03,0,,,
430963,-0.59,0.59,1.03,0,,,
430967,-0.59,0.59,1.03,0,,,
430971,-0.59,0.59,0.98,0,,,
430976,-0.44,0.59,0.98,0,,,
430980,-0.44,0.59,0.98,0,,,
430985,-0.44,0.59,0.98,0,,,
430989,-0.44,0.59,0.98,0,,,
430993,-0.39,0.64,0.93,0,,,
430998,-0.39,0.64,0.93,0,,,
431002,-0.39,0.64,0.93,0,,,
431006,-0.39,0.64,0.93,0,,,
431010,-0.39,0.68,0.93,0,,,
431015,-0.39,0.68,0.93,0,,,
431019,-0.39,0.68,0.93,0,,,
431023,-0.39,0.68,0.93,0,,,
431028,-0.39,0.68,0.73,0,,,
431032,-0.54,0.88,0.73,0,,,
431036,-0.54,0.88,0.73,0,,,
431041,-0.54,0.88,0.73,0,,,
431045,-0.54,0.88,0.73,0,,,
431049,-0.39,0.78,0.78,0,,,
431054,-0.39,0.78,0.78,0,,,
431058,-0.39,0.78,0.78,0,,,
431062,-0.39,0.78,0.78,0,,,
431067,-0.39,0.68,0.78,0,,,
431071,-0.64,0.68,0.78,0,,,
431075,-0.64,0.68,0.78,0,,,
431080,-0.64,0.68,0.78,0,,,
431084,-0.64,0.68,0,0,,,
431088,-0.59,0.78,0.54,0,,,
431093,-0.59,0.78,0.54,0,,,
431097,-0.59,0.78,0.54,0,,,
431101,-0.59,0.78,0.54,0,,,
431106,-0.73,0.59,0.73,0,,,
431110,-0.73,0.59,0.73,0,,,
431114,-0.73,0.59,0.73,0,,,
431119,-0.73,0.59,0.73,0,,,
431123,-0.73,0.59,0.49,0,,,
431127,-0.64,0.68,0.49,0,,,
431132,-0.64,0.68,0.49,0,,,
431136,-0.64,0.68,0.49,0,,,
431141,-0.64,0.68,0.49,0,,,
431145,-0.64,0.59,0.59,0,,,
431149,-0.64,0.59,0.59,0,,,
431154,-0.64,0.59,0.59,0,,,
431158,-0.64,0.59,0.59,0,,,
431162,-0.59,0.68,0.54,0,,,
431167,-0.59,0.68,0.54,0,,,
431171,-0.59,0.68,0.54,0,,,
431176,-0.59,0.68,0.54,0,,,
431180,-0.59,0.68,0.64,0,,,
431184,-0.68,0.54,0.64,0,,,
431189,-0.68,0.54,0.64,0,,,
431193,-0.68,0.54,0.64,0,,,
431197,-0.68,0.54,0.64,0,,,
431202,-0.59,0.78,0.68,0,,,
431207,-0.59,0.78,0.68,0,,,
431211,-0.59,0.78,0.68,0,,,
431216,-0.59,0.78,0.68,0,,,
431220,-0.64,0.64,0.68,0,,,
431224,-0.64,0.64,0.68,0,,,
431229,-0.64,0.64,0.68,0,,,
431233,-0.64,0.64,0.68,0,,,
431237,-0.64,0.88,0.49,0,,,
431242,-0.78,0.88,0.49,0,,,
431246,-0.78,0.88,0.49,0,,,
431250,-0.78,0.88,0.49,0,,,
431255,-0.78,0.88,0.49,0,,,
431259,-0.68,0.54,0.44,0,,,
431263,-0.68,0.54,0.44,0,,,
431268,-0.68,0.54,0.44,0,,,
431272,-0.68,0.54,0.44,0,,,
431276,-0.68,0.54,0.59,0,,,
431281,-0.68,0.54,0.59,0,,,
431285,-0.68,0.54,0.59,0,,,
431289,-0.68,0.54,0.59,0,,,
431294,-0.68,0.54,0.59,0,,,
431298,-0.78,0.49,0.59,0,,,
431302,-0.78,0.49,0.59,0,,,
431307,-0.78,0.49,0.59,0,,,
431311,-0.78,0.49,0.59,0,,,
431315,-0.68,0.44,0.59,0,,,
431320,-0.68,0.44,0.59,0,,,
431324,-0.68,0.44,0.59,0,,,
431328,-0.68,0.44,0.59,0,,,
431333,-0.83,0.39,0.88,0,,,
431337,-0.83,0.39,0.88,0,,,
431341,-0.83,0.39,0.88,0,,,
431346,-0.83,0.39,0.88,0,,,
431350,-0.83,0.39,0.83,0,,,
431355,-0.83,0.54,0.83,0,,,
431359,-0.83,0.54,0.83,0,,,
431363,-0.83,0.54,0.83,0,,,
431368,-0.83,0.54,0.83,0,,,
431372,-0.78,0.49,0.98,0,,,
431376,-0.78,0.49,0.98,0,,,
431381,-0.78,0.49,0.98,0,,,
431385,-0.78,0.49,0.98,0,,,
431389,-1.56,0.49,0.98,0,,,
431394,-0.98,0.2,0.98,0,,,
431398,-0.98,0.2,0.98,0,,,
431402,-0.98,0.2,0.98,0,,,
431406,-0.98,0.2,0.98,0,,,
431411,-0.83,0.29,0.83,0,,,
431415,-0.83,0.29,0.83,0,,,
431419,-0.83,0.29,0.83,0,,,
431424,-0.83,0.29,0.83,0,,,
431428,-0.88,0.2,1.27,0,,,
431432,-0.88,0.2,1.27,0,,,
431436,-0.88,0.2,1.27,0,,,
431441,-0.88,0.2,1.27,0,,,
431445,-0.88,0.2,1.27,0,,,
431449,-1.03,0.05,1.27,0,,,
431454,-1.03,0.05,1.27,0,,,
431458,-1.03,0.05,1.27,0,,,
431463,-1.03,0.05,1.27,0,,,
431467,-1.03,-0.05,1.22,0,,,
431471,-1.03,-0.05,1.22,0,,,
431476,-1.03,-0.05,1.22,0,,,
431480,-1.03,-0.05,1.22,0,,,
431484,-1.03,-0.05,1.37,0,,,
431489,-0.88,-0.05,1.37,0,,,
431493,-0.88,-0.05,1.37,0,,,
431497,-0.88,-0.05,1.37,0,,,
431502,-0.88,-0.05,2.15,0,,,
431506,-1.17,-0.24,1.61,0,,,
431510,-1.17,-0.24,1.61,0,,,
431515,-1.17,-0.24,1.61,0,,,
431519,-1.17,-0.24,1.61,0,,,
431570,-2.44,-0.93,2.64,0,,,
431574,-2.44,-0.93,2.64,0,,,
431578,-2.44,-0.93,2.64,0,,,
431583,-2.69,-0.93,2.64,0,,,
431587,-2.69,-0.93,2.64,0,,,
431592,-2.69,-0.93,2.64,0,,,
431596,-2.69,-0.93,2.64,0,,,
431600,-2.05,-0.64,2.54,0,,,
431605,-2.05,-0.64,2.54,0,,,
431609,-2.05,-0.64,2.54,0,,,
431613,-2.05,-0.64,2.54,118,,,
431621,-1.07,-1.76,2.98,417,,,
431625,-1.07,-1.76,2.98,421,,,
431630,-1.07,-1.76,2.98,0,,,
431634,-1.07,-1.76,2.98,3828,,,
431638,4.1,-4.01,4.15,4095,,,
431643,4.1,-4.01,4.15,4095,,,
431647,4.1,-4.01,4.15,4095,,,
431652,4.1,-4.01,4.15,4095,,,
431656,7.52,14.8,-31.31,4095,,,
431660,7.52,14.8,-31.31,4095,,,
431665,7.52,14.8,-31.31,4095,,,
431669,7.52,14.8,-31.31,4095,,,
431673,7.52,14.8,1.95,4095,,,
431677,7.87,-1.81,1.95,4095,,,
431682,7.87,-1.81,1.95,4095,,,
431686,7.87,-1.81,1.95,4095,,,
431690,7.87,-1.81,1.95,4095,,,
431694,-3.37,-5.76,1.81,4095,,,
431699,-3.37,-5.76,1.81,4051,,,
431703,-3.37,-5.76,1.81,3980,,,
431721,0.59,-0.05,0.24,2807,,,
431725,0.59,-0.05,0.24,2189,,,
431730,0.59,-0.05,2.49,1616,,,
431734,0.98,0.05,2.49,1168,,,
431738,0.98,0.05,2.49,1061,,,
431743,0.98,0.05,2.49,1035,,,
431747,0.98,0.05,2.49,1501,,,
431751,-0.1,-1.03,3.03,1673,,,
431756,-0.1,-1.03,3.03,1559,,,
431760,-0.1,-1.03,3.03,1279,,,
431764,-0.1,-1.03,3.03,693,,,
431769,-0.1,-0.24,1.12,651,,,
431773,0.83,-0.49,1.12,368,,,
431777,0.83,-0.49,1.12,289,,,
431782,0.83,-0.49,1.12,288,,,
431786,0.83,-0.49,1.12,333,,,
431790,0.68,-0.05,0.54,272,,,
431795,0.68,-0.05,0.54,266,,,
431799,0.68,-0.05,0.54,190,,,
431803,0.68,-0.05,0.54,308,,,
431807,0.68,0.54,-0.1,240,,,
431812,0.73,0.54,-0.1,454,,,
431816,0.73,0.54,-0.1,393,,,
431820,0.73,0.54,-0.1,326,,,
431825,0.73,0.54,-0.1,407,,,
431829,0.64,1.17,-0.29,362,,,
431833,0.64,1.17,-0.29,289,,,
431838,0.64,1.17,-0.29,208,,,
431842,0.64,1.17,-0.29,258,,,
431846,0.68,1.42,0.05,304,,,
431851,0.68,1.42,0.05,258,,,
431855,0.68,1.42,0.05,254,,,
431859,0.68,1.42,0.05,207,,,
431863,0.68,1.42,-0.59,246,,,
431868,0.83,1.42,-0.59,298,,,
431872,0.83,1.42,-0.59,323,,,
431876,0.83,1.42,-0.59,366,,,
431881,0.83,1.42,-0.59,351,,,
431885,0.59,0.98,-0.78,293,,,
431889,0.59,0.98,-0.78,334,,,
431893,0.59,0.98,-0.78,291,,,
431900,0.59,0.98,-0.78,229,,,
431904,0.34,0.59,-0.59,241,,,
431909,0.34,0.59,-0.59,225,,,
431913,0.34,0.59,-0.59,295,,,
431917,0.34,0.59,-0.59,220,,,
431922,0.29,0.73,-0.44,197,,,
431926,0.29,0.73,-0.44,208,,,
431930,0.29,0.73,-0.44,186,,,
431934,0.29,0.73,-0.44,189,,,
431939,0.29,0.73,-0.24,171,,,
431943,0.05,0.68,-0.24,146,,,
431947,0.05,0.68,-0.24,144,,,
431952,0.05,0.68,-0.24,129,,,
431956,0.05,0.68,-0.24,129,,,
431960,-0.05,0.93,-0.29,130,,,
431965,-0.05,0.93,-0.29,126,,,
431969,-0.05,0.93,-0.29,107,,,
431974,-0.05,0.93,-0.29,105,,,
431978,0.73,0.78,0.2,112,,,
431982,0.1,0.78,0.2,91,,,
431986,0.1,0.78,0.2,103,,,
431991,0.1,0.78,0.2,98,,,
431995,0.1,0.78,0.2,75,,,
431999,0.2,0.98,0,79,,,
432003,0.2,0.98,0,69,,,
432008,0.2,0.98,0,65,,,
432012,0.2,0.98,0,27,,,
432016,-0.59,0.83,0,15,,,
432021,-0.05,0.83,0,6,,,
432025,-0.05,0.83,0,13,,,
432029,-0.05,0.83,0,0,,,
432034,-0.05,0.83,0.05,0,,,
432038,-0.1,0.88,0.05,0,,,
432042,-0.1,0.88,0.05,0,,,
432047,-0.1,0.88,0.05,0,,,
432051,-0.1,0.88,0.05,0,,,
432055,-0.05,0.93,0.24,0,,,
432060,-0.05,0.93,0.24,0,,,
432064,-0.05,0.93,0.24,0,,,
432068,-0.05,0.93,0.24,0,,,
432073,-0.05,0.93,0.34,0,,,
432077,-0.1,0.88,0.34,0,,,
432082,-0.1,0.88,0.34,0,,,
432086,-0.1,0.88,0.34,0,,,
432090,-0.1,0.88,0.34,0,,,
432095,-0.2,0.98,0.39,0,,,
432099,-0.2,0.98,0.39,0,,,
432103,-0.2,0.98,0.39,0,,,
432108,-0.2,0.98,0.39,0,,,
432112,-0.39,0.88,0.44,0,,,
432116,-0.39,0.88,0.44,0,,,
432121,-0.39,0.88,0.44,0,,,
432125,-0.39,0.88,0.44,0,,,
432129,-0.39,0.88,0.78,0,,,
432134,-0.29,0.73,0.78,0,,,
432138,-0.29,0.73,0.78,0,,,
432142,-0.29,0.73,0.78,0,,,
432146,-0.29,0.73,0.78,0,,,
432151,-0.34,0.88,0.78,0,,,
432155,-0.34,0.88,0.78,0,,,
432159,-0.34,0.88,0.78,0,,,
432164,-0.34,0.88,0.78,0,,,
432168,-0.34,0.68,0.88,0,,,
432172,-0.24,0.68,0.88,0,,,
432176,-0.24,0.68,0.88,0,,,
432181,-0.24,0.68,0.88,0,,,
432185,-0.24,0.68,0.88,0,,,
432189,-0.24,0.39,0.88,0,,,
432193,-0.24,0.39,0.88,0,,,
432202,-0.24,0.39,0.88,0,,,
432207,-0.39,0.49,1.07,0,,,
432211,-0.39,0.49,1.07,0,,,
432215,-0.39,0.49,1.07,0,,,
432220,-0.39,0.49,1.07,0,,,
432224,-0.39,0.49,1.12,0,,,
432228,-0.29,0.68,1.12,0,,,
432233,-0.29,0.68,1.12,0,,,
432237,-0.29,0.68,1.12,0,,,
432241,-0.29,0.68,1.12,0,,,
432246,-0.49,0.64,1.03,0,,,
432250,-0.49,0.64,1.03,0,,,
432254,-0.49,0.64,1.03,0,,,
