millis,a_x, a_y, a_z, g_x, g_y, g_z
813009,-2.31,-0.79,-9.53,-0.1,0.18,-0.01
813014,-1.33,-0.58,-9.04,-0.09,0.18,-0.02
813020,-0.22,0.1,-8.94,-0.07,0.17,-0.03
813025,0.65,0.93,-8.64,-0.09,0.18,-0.02
813030,1.08,1.49,-8.07,-0.1,0.19,-0.02
813037,1.24,1.59,-8.4,-0.07,0.14,-0.01
813042,0.86,1.51,-8.52,-0.07,0.13,0
813047,0.53,1.52,-8.52,-0.08,0.13,0
813052,-0.21,1.39,-8.78,-0.08,0.12,0
813058,-0.84,0.94,-9.05,-0.07,0.1,0
813062,-1.36,0.66,-9.38,-0.05,0.07,0
813069,-1.77,-0.02,-9.94,-0.04,0.06,-0.01
813073,-1.93,-0.22,-10.27,-0.04,0.05,-0.01
813078,-1.99,-0.29,-10.65,-0.03,0.04,-0.02
813083,-1.97,-0.53,-10.72,-0.02,0.01,-0.02
813087,-1.9,-0.67,-10.86,0.01,-0.01,-0.02
813092,-1.81,-0.56,-10.79,0.02,-0.04,-0.01
813097,-1.8,-0.15,-10.65,0.03,-0.08,-0.01
813107,-0.98,0.26,-10.65,0.05,-0.08,-0.03
813112,-0.79,0.63,-10.35,0.06,-0.11,-0.02
813163,-0.07,0.31,-10.21,0.09,-0.18,0
813168,-0.48,-0.2,-10.07,0.13,-0.2,-0.02
813173,0.11,0.44,-10.88,0.12,-0.15,-0.06
813177,0.51,1.04,-11.12,0.08,-0.13,-0.05
813182,1.44,1.4,-10.25,0.09,-0.13,-0.06
813186,1.81,1.81,-10.89,0.11,-0.13,-0.07
813191,1.91,2.05,-11.05,0.09,-0.12,-0.06
813195,2.14,2.03,-10.26,0.09,-0.15,-0.05
813201,2.34,2.55,-10.53,0.09,-0.13,-0.06
813205,2.39,2.51,-9.91,0.07,-0.12,-0.06
813209,2.9,2.58,-10.13,0.08,-0.1,-0.08
813221,3.35,2.19,-9.11,0.05,-0.05,-0.09
813349,0.86,1.9,-9.27,-0.03,0.17,-0.22
813353,1.3,1.85,-9.39,-0.04,0.18,-0.23
813358,1.45,2.1,-9.53,-0.05,0.18,-0.23
813364,1.26,2.22,-9.72,-0.05,0.17,-0.21
813368,1.32,2.24,-9.96,-0.06,0.17,-0.22
813373,1.39,2.2,-9.92,-0.07,0.19,-0.23
813379,0.84,1.91,-10.19,-0.08,0.18,-0.22
813384,0.61,1.54,-10.37,-0.08,0.17,-0.22
813388,0.29,1.47,-10.23,-0.08,0.17,-0.22
813394,0.17,1.29,-10.18,-0.08,0.16,-0.22
813400,0.01,1.23,-10.11,-0.07,0.15,-0.23
813406,-0.05,1.32,-10.17,-0.07,0.14,-0.23
813411,0.12,1.15,-10.01,-0.08,0.14,-0.24
813415,0.21,1.09,-9.78,-0.07,0.15,-0.24
813421,0.05,1.15,-9.85,-0.07,0.13,-0.23
813426,-0.08,1.01,-9.52,-0.07,0.11,-0.22
813431,-0.19,1,-9.63,-0.06,0.1,-0.23
813435,-0.33,1.06,-9.38,-0.06,0.09,-0.23
813440,-0.29,0.72,-9.21,-0.05,0.09,-0.23
813444,-0.25,0.62,-9.64,-0.05,0.09,-0.24
813449,-0.21,0.55,-9.19,-0.05,0.08,-0.24
813453,0.13,0.71,-9.56,-0.04,0.08,-0.24
813458,-0.18,0.59,-9.4,-0.04,0.07,-0.23
813463,-0.32,0.68,-9.6,-0.03,0.05,-0.23
813467,-0.56,0.61,-9.53,-0.03,0.04,-0.23
813471,-0.68,0.44,-9.73,-0.02,0.02,-0.23
813495,-0.9,0.21,-10,0.02,-0.04,-0.23
813531,0.19,0.34,-9.45,0.1,-0.12,-0.23
813535,0.11,0.66,-9.88,0.11,-0.14,-0.22
813540,0.07,1.17,-9.64,0.11,-0.14,-0.23
813545,0.1,0.82,-9.3,0.11,-0.14,-0.23
813553,0.06,1.11,-9.76,0.12,-0.15,-0.23
813557,0.31,1.27,-9.5,0.12,-0.15,-0.24
813562,0.28,1.14,-9.57,0.12,-0.15,-0.24
813571,1,0.96,-9.72,0.12,-0.14,-0.25
813576,1.1,1,-9.77,0.12,-0.14,-0.25
813581,0.57,0.79,-10.16,0.14,-0.17,-0.23
813587,0.11,0.65,-9.91,0.14,-0.19,-0.23
813592,0.51,1.57,-10.45,0.15,-0.17,-0.24
813597,0.87,1.32,-9.94,0.13,-0.15,-0.25
813602,0.91,1.12,-9.86,0.15,-0.16,-0.26
813606,0.99,1.47,-10.16,0.15,-0.18,-0.25
813611,1.02,1.48,-9.88,0.14,-0.18,-0.24
813615,1.09,1.62,-9.84,0.15,-0.17,-0.25
813620,1.1,1.63,-9.88,0.14,-0.16,-0.25
813625,1.22,1.56,-9.82,0.14,-0.16,-0.25
813630,1.3,1.58,-9.87,0.14,-0.16,-0.26
813636,1.59,1.67,-9.88,0.14,-0.14,-0.27
813641,1.65,1.67,-9.72,0.13,-0.14,-0.26
813646,1.42,1.74,-9.69,0.13,-0.15,-0.26
813651,1.47,1.74,-9.89,0.13,-0.14,-0.26
813656,1.43,1.64,-9.79,0.12,-0.13,-0.27
813661,1.46,1.54,-9.81,0.13,-0.13,-0.28
813666,1.51,1.59,-9.89,0.12,-0.12,-0.27
813671,1.45,1.54,-9.91,0.12,-0.12,-0.28
813676,1.53,1.56,-9.93,0.12,-0.11,-0.28
813681,1.61,1.64,-9.85,0.12,-0.1,-0.28
813685,1.47,1.81,-9.74,0.12,-0.1,-0.28
813690,1.44,1.88,-9.65,0.11,-0.1,-0.28
813694,1.56,1.99,-9.6,0.1,-0.09,-0.29
813699,1.62,2.11,-9.61,0.1,-0.07,-0.29
813703,1.68,2.04,-9.67,0.09,-0.07,-0.29
813709,1.69,1.9,-9.66,0.09,-0.07,-0.3
813714,1.81,1.95,-9.65,0.09,-0.06,-0.3
813719,1.78,1.87,-9.69,0.08,-0.05,-0.3
813724,1.71,1.95,-9.74,0.08,-0.04,-0.3
813728,1.73,1.87,-9.69,0.07,-0.04,-0.3
813733,1.63,2.01,-9.66,0.07,-0.03,-0.3
813738,1.55,2.05,-9.61,0.06,-0.03,-0.3
813743,1.48,1.99,-9.68,0.05,-0.02,-0.3
813747,1.43,1.87,-9.73,0.05,-0.02,-0.3
813752,1.41,1.98,-9.74,0.05,-0.01,-0.31
813757,1.41,1.99,-9.76,0.04,0,-0.31
813762,1.35,1.97,-9.81,0.04,0,-0.31
813768,1.42,2.04,-9.8,0.03,0,-0.31
813772,1.42,1.93,-9.8,0.02,0.01,-0.31
813778,1.46,1.8,-9.7,0.02,0.02,-0.32
813782,1.45,1.79,-9.71,0.02,0.02,-0.32
813788,1.37,1.77,-9.82,0.01,0.02,-0.32
813792,1.25,1.69,-9.77,0.01,0.03,-0.32
813797,1.14,1.64,-9.74,0.01,0.03,-0.32
813801,1.07,1.54,-9.75,0,0.03,-0.32
813808,0.89,1.43,-9.79,0,0.03,-0.32
813812,0.84,1.3,-9.8,0,0.04,-0.32
813816,0.78,1.29,-9.78,0,0.03,-0.32
813821,0.68,1.28,-9.84,0,0.03,-0.32
813825,0.71,1.22,-9.8,0,0.03,-0.32
813830,0.67,1.21,-9.88,0,0.03,-0.32
813834,0.59,1.13,-9.85,0.01,0.02,-0.32
813838,0.48,1.13,-10.01,0.01,0.02,-0.32
813843,0.54,1.11,-9.83,0.01,0.02,-0.33
813847,0.56,1.14,-9.94,0.01,0.02,-0.32
813852,0.49,0.91,-9.89,0.01,0.02,-0.33
813856,0.43,0.93,-9.93,0.02,0.01,-0.32
813860,0.37,0.91,-9.81,0.02,0,-0.32
813865,0.32,0.8,-9.91,0.03,0,-0.32
813869,0.28,0.85,-9.89,0.03,-0.01,-0.32
814014,0.27,1.15,-10.02,0.18,-0.17,-0.31
814022,0.52,1.23,-9.88,0.19,-0.15,-0.33
814027,0.67,1.08,-9.89,0.19,-0.16,-0.33
814032,0.9,1.04,-9.97,0.19,-0.15,-0.33
814038,1,1.14,-9.93,0.2,-0.16,-0.33
814043,0.93,1.17,-9.96,0.2,-0.16,-0.32
814048,1.03,1.34,-9.98,0.2,-0.16,-0.33
814052,1.09,1.42,-9.95,0.2,-0.16,-0.33
814057,1.18,1.56,-9.94,0.2,-0.16,-0.33
814061,1.2,1.54,-9.88,0.19,-0.15,-0.33
814066,1.35,1.72,-9.88,0.19,-0.15,-0.33
814072,1.36,1.72,-9.83,0.19,-0.15,-0.33
814076,1.39,1.72,-9.89,0.19,-0.14,-0.33
814081,1.38,1.66,-9.77,0.18,-0.14,-0.33
814085,1.28,1.69,-9.76,0.18,-0.13,-0.34
814090,-0.9,-0.57,-10.47,0.22,-0.17,-0.32
814095,-7.54,-7,-4.74,0.55,-0.5,-0.31
814100,-9.55,-6.85,-11.61,0.92,-0.88,-0.28
814105,-12.09,-5.27,-14.9,0.57,-0.85,-0.26
814110,-0.64,-0.16,-20.2,0.38,-0.46,-0.44
814115,11.41,11.32,-20.08,0.05,0.51,-0.5
814119,9.49,13.08,-5.92,0.05,0.36,-0.23
814127,12.71,15.64,-9.77,0.64,-1.03,0.39
814132,18.87,16.89,-15.7,0.46,-0.85,0.46
814169,4.58,2.64,-7.26,-0.01,-0.18,0.64
814174,3.15,1.03,-8.15,-0.12,0.04,0.59
814178,1.17,0.17,-9.2,-0.18,0.17,0.54
814183,-0.38,-0.11,-10.48,-0.18,0.19,0.51
814187,-2.47,-1.14,-11.48,-0.13,0.11,0.52
814192,-4.34,-2.16,-12.18,-0.08,0.04,0.52
814286,-2.34,-1.56,-10.15,-0.25,0.31,0.39
814290,-2.61,-1.82,-9.57,-0.22,0.28,0.39
814295,-2.3,-1.65,-9.26,-0.21,0.27,0.37
814299,-1.38,-0.54,-9.11,-0.22,0.29,0.36
814304,-0.01,0.75,-9.18,-0.23,0.31,0.33
814311,1.54,2.45,-8.79,-0.29,0.36,0.33
814316,2.2,3.33,-8.61,-0.29,0.34,0.34
814320,2.4,3.57,-8.76,-0.26,0.32,0.36
814330,2.02,2.66,-10.41,-0.26,0.31,0.36
814337,1.33,2.23,-11.29,-0.27,0.32,0.36
814343,0.7,1.63,-11.93,-0.26,0.3,0.36
814351,-0.23,1.12,-12.4,-0.25,0.28,0.37
814363,-1.34,0.74,-11.47,-0.24,0.24,0.36
814368,-1.64,0.26,-11.01,-0.22,0.22,0.36
814372,-1.86,-0.1,-10.66,-0.21,0.2,0.36
814377,-1.74,-0.56,-10.25,-0.2,0.2,0.36
814381,-1.4,-0.67,-9.71,-0.19,0.19,0.35
814386,-0.72,-0.29,-9.08,-0.19,0.18,0.35
814391,-0.36,0.04,-8.54,-0.18,0.17,0.35
814396,0.09,0.26,-7.97,-0.16,0.15,0.35
814401,0.09,0.31,-7.74,-0.16,0.14,0.36
814405,0.08,0.42,-7.76,-0.15,0.14,0.36
814410,0.03,0.43,-7.78,-0.15,0.13,0.36
814414,-0.15,0.54,-7.99,-0.14,0.12,0.36
814422,-0.58,0.44,-8.54,-0.13,0.11,0.36
814426,-0.78,0.25,-8.99,-0.12,0.1,0.36
814431,-1.18,0.01,-9.13,-0.12,0.09,0.36
814435,-1.52,-0.28,-9.49,-0.1,0.06,0.36
814441,-1.94,-0.56,-9.94,-0.06,0.02,0.37
814448,-2.24,-0.98,-10.32,-0.04,-0.01,0.37
814453,-2.42,-1.14,-10.32,-0.03,-0.02,0.37
814458,-2.49,-1.27,-10.49,-0.01,-0.05,0.37
814464,-2.34,-1.11,-10.92,0.02,-0.09,0.37
814470,-2.29,-0.89,-10.55,0.04,-0.12,0.37
814475,-1.81,-0.59,-10.74,0.07,-0.14,0.37
814479,-1.23,-0.18,-10.37,0.07,-0.16,0.37
814486,-0.96,0.78,-10.06,0.07,-0.18,0.36
814492,-1.12,0.73,-9.17,0.08,-0.21,0.38
814497,-1.21,0.29,-9.64,0.12,-0.26,0.37
814503,-0.71,0.26,-9.6,0.11,-0.23,0.36
814507,0.05,0.37,-9.4,0.12,-0.22,0.34
814513,0.63,0.47,-9.07,0.13,-0.22,0.34
814517,0.23,0.89,-9.42,0.13,-0.25,0.36
814522,-0.32,0.37,-8.5,0.15,-0.31,0.38
814526,-0.21,0.57,-9.55,0.16,-0.3,0.37
814531,-0.19,1.29,-10.23,0.13,-0.28,0.35
814535,0.23,0.97,-9.46,0.13,-0.27,0.34
814539,0.56,0.73,-10.55,0.16,-0.28,0.33
814544,0.56,0.85,-10.9,0.16,-0.28,0.32
814548,0.48,1.26,-10.57,0.16,-0.31,0.34
814552,0.85,1.48,-11.27,0.16,-0.31,0.34
814557,0.98,1.32,-11.21,0.15,-0.28,0.33
814562,1.82,1.68,-11.38,0.16,-0.27,0.31
814566,1.94,2,-10.97,0.14,-0.25,0.31
814570,2.39,1.93,-10.71,0.14,-0.27,0.31
814575,2.71,2.12,-10.76,0.16,-0.27,0.3
814579,2.96,2.53,-10.51,0.14,-0.25,0.3
814583,3.24,2.8,-10.27,0.11,-0.22,0.3
814588,3.34,2.8,-9.73,0.11,-0.2,0.3
814592,3.39,2.7,-9.6,0.11,-0.2,0.29
814597,3.41,2.71,-9.63,0.11,-0.19,0.29
814601,3.26,2.4,-9.11,0.09,-0.17,0.28
814605,2.95,2.24,-8.91,0.09,-0.15,0.28
814623,2.14,1.74,-8.84,0.07,-0.1,0.26
814627,2.18,2.02,-9,0.06,-0.09,0.26
814659,3.46,2.34,-9.99,0.01,0.04,0.21
814663,3.62,2.42,-10.01,-0.01,0.08,0.21
814667,3.32,2.5,-10.03,-0.01,0.09,0.21
814672,3.04,2.35,-10.09,-0.01,0.09,0.21
814676,3.05,2.35,-10.23,-0.02,0.1,0.21
814681,2.79,2.26,-10.04,-0.03,0.13,0.2
814706,1.87,2.16,-9.3,-0.06,0.19,0.16
814710,1.71,2.15,-9.18,-0.07,0.21,0.15
814715,1.74,2.21,-9.41,-0.08,0.22,0.15
814719,1.58,1.8,-9.37,-0.08,0.22,0.16
814723,1.33,1.43,-8.82,-0.08,0.22,0.16
814728,1.25,1.94,-9.76,-0.07,0.2,0.14
814732,1,2.48,-9.81,-0.1,0.22,0.15
814737,1.23,2.12,-9.54,-0.11,0.23,0.14
814742,1.58,2.28,-9.89,-0.11,0.26,0.11
814747,1.37,2.34,-10.04,-0.12,0.24,0.12
814752,1.3,2.28,-10.42,-0.13,0.24,0.13
814756,1.38,1.81,-10.45,-0.13,0.26,0.11
814761,1.21,2,-10.72,-0.14,0.27,0.11
814765,0.76,1.86,-10.58,-0.14,0.24,0.12
814770,0.56,1.77,-10.67,-0.14,0.23,0.13
814774,0.43,1.93,-10.68,-0.14,0.23,0.11
814779,0.19,1.84,-10.61,-0.14,0.23,0.11
814783,-0.12,1.71,-10.37,-0.15,0.22,0.11
814788,-0.36,1.45,-10.27,-0.14,0.2,0.11
814793,-0.52,1.26,-10.16,-0.14,0.19,0.11
814801,-0.52,0.9,-9.86,-0.14,0.19,0.1
814805,-0.43,0.62,-9.61,-0.14,0.19,0.1
814811,-0.26,0.49,-9.5,-0.13,0.18,0.09
814815,-0.05,0.53,-9.48,-0.12,0.17,0.09
814820,0.2,0.42,-9.31,-0.12,0.17,0.08
814825,0.44,0.4,-9.26,-0.11,0.16,0.08
814830,0.32,0.56,-9.49,-0.1,0.15,0.09
814834,-0.05,0.56,-9.4,-0.1,0.14,0.1
814839,-0.11,0.62,-9.59,-0.09,0.14,0.09
814844,-0.83,0.4,-9.22,-0.09,0.12,0.09
814848,-0.89,0.52,-9.91,-0.06,0.09,0.09
814853,-1.4,0.42,-9.79,-0.06,0.07,0.1
814857,-1.32,0.29,-9.77,-0.05,0.07,0.08
814861,-1.57,0.29,-9.78,-0.06,0.07,0.08
814866,-1.7,-0.01,-9.6,-0.05,0.04,0.09
814871,-1.75,-0.13,-10.03,-0.02,0,0.09
814877,-1.43,-0.46,-9.82,-0.01,0,0.08
814881,-1.17,-0.49,-9.89,0,0,0.06
814889,-1.33,-0.22,-9.76,0.03,-0.07,0.09
814895,-1.22,0.26,-9.79,0.03,-0.08,0.08
814899,-1,0.43,-9.4,0.05,-0.08,0.07
814904,-1.07,0.61,-9.44,0.05,-0.11,0.07
814909,-0.97,0.35,-9.71,0.06,-0.13,0.08
814914,-0.7,0.25,-9.49,0.07,-0.12,0.07
814918,-0.33,0.65,-9.27,0.07,-0.12,0.06
814923,-0.43,0.57,-9.4,0.07,-0.15,0.07
814948,0.88,0.78,-10.03,0.11,-0.17,0.05
814953,0.96,1.04,-9.73,0.1,-0.16,0.05
814957,0.93,0.99,-9.57,0.11,-0.18,0.06
814963,-0.34,0.38,-9.94,0.13,-0.24,0.08
814967,-0.77,0.54,-10.62,0.15,-0.26,0.07
814973,-0.78,0.7,-10,0.14,-0.25,0.06
814977,0.22,1.11,-10.34,0.14,-0.21,0.02
814981,1.01,1.08,-10.37,0.14,-0.2,0.01
814986,1.59,1.23,-10.01,0.14,-0.19,0.01
814990,1.52,1.66,-9.96,0.13,-0.21,0.03
815001,0.7,1.67,-10.16,0.15,-0.26,0.04
815005,0.77,1.47,-9.97,0.14,-0.24,0.04
815037,1.49,1.47,-9.89,0.14,-0.19,-0.01
815041,1.66,1.55,-9.85,0.14,-0.19,-0.02
815046,1.8,1.65,-9.88,0.14,-0.18,-0.02
815052,1.9,1.74,-9.94,0.13,-0.16,-0.03
815057,1.87,1.73,-9.82,0.13,-0.16,-0.03
815062,1.76,1.84,-9.86,0.12,-0.16,-0.03
815067,1.85,1.9,-9.78,0.12,-0.15,-0.04
815075,2.11,1.89,-9.76,0.11,-0.11,-0.07
815080,2.32,2.13,-9.71,0.1,-0.1,-0.07
815086,2.39,2.11,-9.64,0.09,-0.09,-0.07
815091,2.5,2.12,-9.68,0.09,-0.09,-0.07
815095,2.56,2.07,-9.58,0.09,-0.07,-0.08
815100,2.45,2.22,-9.5,0.08,-0.06,-0.08
815106,2.42,2.15,-9.45,0.07,-0.04,-0.09
815112,2.3,2.24,-9.46,0.06,-0.03,-0.1
815116,2.29,2.23,-9.4,0.06,-0.01,-0.1
815121,2.28,2.27,-9.5,0.05,0,-0.11
815128,2.05,2.25,-9.5,0.04,0.01,-0.11
815133,2.12,2.28,-9.55,0.03,0.02,-0.12
815137,1.96,2.17,-9.49,0.02,0.04,-0.13
815142,1.94,2.21,-9.59,0.01,0.05,-0.13
815147,2.1,2.13,-9.49,0,0.06,-0.14
815151,2.11,2.16,-9.57,0,0.07,-0.14
815156,2.01,2.05,-9.5,-0.01,0.08,-0.15
815160,2,2.05,-9.7,-0.01,0.08,-0.14
815166,1.82,2.1,-9.67,-0.02,0.1,-0.15
815172,1.76,2.02,-9.8,-0.03,0.11,-0.16
815177,1.47,2,-9.84,-0.04,0.11,-0.16
815183,1.34,1.97,-9.86,-0.04,0.11,-0.16
815187,1.21,1.85,-9.97,-0.05,0.12,-0.16
815192,0.98,1.88,-9.88,-0.05,0.12,-0.17
815196,0.93,1.79,-9.88,-0.06,0.12,-0.17
815201,0.92,1.72,-10.02,-0.06,0.12,-0.17
815206,0.69,1.58,-9.91,-0.06,0.12,-0.18
815211,0.52,1.43,-10.01,-0.06,0.12,-0.18
815216,0.39,1.29,-9.96,-0.06,0.11,-0.17
815221,0.19,1.2,-10.02,-0.05,0.1,-0.18
815225,0.22,1.2,-10.03,-0.05,0.1,-0.18
815230,0.33,1.11,-9.98,-0.06,0.1,-0.19
815236,0.14,1.06,-9.84,-0.06,0.09,-0.19
815241,0.14,1.02,-9.87,-0.05,0.08,-0.19
815245,0.03,1.1,-9.93,-0.05,0.08,-0.19
815251,-0.06,0.93,-9.88,-0.04,0.07,-0.19
815255,-0.09,0.94,-9.94,-0.04,0.05,-0.19
815259,-0.22,0.87,-9.93,-0.04,0.05,-0.19
815264,-0.32,0.8,-9.8,-0.03,0.04,-0.19
815269,-0.42,0.78,-9.81,-0.03,0.03,-0.19
815273,-0.33,0.77,-9.76,-0.02,0.02,-0.19
815278,-0.55,0.7,-9.66,-0.02,0.01,-0.19
815283,-0.39,0.6,-9.77,-0.01,0,-0.19
815287,-0.53,0.62,-9.75,0,-0.01,-0.2
815292,-0.39,0.56,-9.73,0,-0.02,-0.2
815297,-0.32,0.54,-9.8,0.01,-0.03,-0.2
815302,-0.27,0.47,-9.7,0.01,-0.04,-0.2
815364,0.5,0.5,-9.75,0.11,-0.13,-0.21
815369,0.56,0.66,-9.63,0.12,-0.14,-0.2
815373,0.24,0.51,-9.86,0.13,-0.16,-0.19
815378,0.07,0.44,-9.99,0.13,-0.17,-0.19
815383,0.21,0.67,-9.95,0.14,-0.16,-0.2
815388,0.56,0.72,-9.94,0.14,-0.16,-0.2
815393,0.59,0.81,-9.88,0.16,-0.17,-0.21
815398,0.81,1.04,-9.94,0.16,-0.18,-0.2
815403,1.12,0.98,-9.76,0.16,-0.16,-0.21
815410,-0.33,0.07,-10.3,0.17,-0.17,-0.2
815418,-9.22,-7.84,-5.02,0.51,-0.59,-0.16
815425,-15.96,-4.19,-13.45,0.77,-1.19,-0.16
815431,-12.25,-3.87,-17.92,0.44,-0.9,-0.18
815436,14.62,5.68,-28.38,-0.08,0.45,-0.78
815441,15.9,16.04,-13.82,-0.29,1.11,-0.52
815445,13.74,11.38,2.59,-0.01,0.1,0.03
815450,14.34,12.51,-4.01,0.62,-1.12,0.35
815455,19.78,13.7,-16.83,0.66,-1.25,0.53
815460,21.11,9.17,-13.16,0.41,-0.65,0.39
815465,20.05,10.49,-6.16,0.09,0.22,0.23
815470,17.66,10.4,-0.82,-0.14,0.31,0.4
815474,14.72,7.34,1,-0.14,0,0.64
815478,12.74,6.17,-2.15,0.05,-0.31,0.68
815483,8.93,4.87,-3.1,0.2,-0.46,0.68
815487,5.7,4.13,-5.92,0.27,-0.54,0.7
815492,3.71,3.97,-9.66,0.15,-0.43,0.72
815496,1.19,2.93,-10.95,-0.08,-0.16,0.73
815500,-0.06,1.22,-11.03,-0.13,0,0.61
815530,-0.36,-0.32,-8.11,-0.01,0.05,0.4
815535,0.83,0.78,-7.83,0,0.05,0.4
815546,3.97,3.36,-8.76,-0.06,0.14,0.36
815552,6.03,4.21,-8.21,-0.11,0.26,0.33
815557,7.72,4.8,-8.09,-0.13,0.33,0.31
815561,8.37,5.02,-8.23,-0.14,0.35,0.33
815566,8.69,5,-8.79,-0.13,0.31,0.37
815571,8.12,5.23,-10.13,-0.13,0.3,0.38
815576,5.96,5.14,-10.91,-0.19,0.31,0.41
815581,4.15,4.49,-11.18,-0.19,0.29,0.41
815585,2.89,3.81,-11.99,-0.17,0.29,0.4
815590,1.88,3.09,-12,-0.19,0.34,0.37
815594,0.95,2.15,-11.81,-0.21,0.4,0.35
815599,0.09,1.25,-11.08,-0.22,0.41,0.34
815604,-0.71,0.53,-10.3,-0.21,0.39,0.34
815608,-1.09,0.15,-9.82,-0.2,0.37,0.34
815613,-1.55,-0.41,-9.56,-0.19,0.36,0.33
815617,-1.2,-0.36,-9.47,-0.2,0.39,0.31
815623,-0.27,0.78,-9.05,-0.22,0.43,0.28
815627,0.92,1.45,-9.12,-0.23,0.44,0.28
815632,1.85,2.53,-8.77,-0.27,0.47,0.28
815637,2.43,2.99,-8.67,-0.26,0.46,0.3
815643,2.64,3.25,-9.18,-0.25,0.43,0.31
815647,2.58,3.16,-9.64,-0.25,0.43,0.31
815653,1.82,3.25,-10.48,-0.27,0.44,0.31
815657,1.23,3.26,-11.31,-0.29,0.44,0.31
815662,0.74,3.06,-11.77,-0.3,0.44,0.3
815666,0.33,2.75,-12.47,-0.3,0.43,0.3
815672,-0.19,2.21,-12.66,-0.3,0.43,0.29
815677,-0.65,1.75,-12.78,-0.3,0.41,0.29
815683,-1.3,1.45,-12.28,-0.3,0.38,0.3
815687,-1.65,1.3,-12.15,-0.3,0.36,0.3
815692,-1.84,0.92,-11.84,-0.29,0.34,0.29
815697,-1.79,0.57,-11.22,-0.29,0.33,0.28
815702,-1.5,0.33,-10.7,-0.29,0.33,0.27
815707,-0.96,0.06,-9.87,-0.28,0.32,0.27
815712,-0.59,0.26,-9.29,-0.27,0.3,0.27
815716,-0.46,0.41,-8.64,-0.26,0.28,0.28
815720,-0.37,0.53,-8.33,-0.25,0.26,0.29
815725,-0.41,0.46,-7.93,-0.25,0.25,0.29
815730,-0.51,0.26,-7.63,-0.25,0.25,0.29
815734,-0.62,0.1,-7.66,-0.23,0.24,0.29
815739,-0.89,-0.04,-7.57,-0.22,0.21,0.29
815744,-1.08,-0.11,-8.08,-0.2,0.19,0.29
815748,-1.38,-0.37,-8.4,-0.19,0.19,0.29
815753,-1.82,-0.25,-8.6,-0.19,0.17,0.3
815768,-2.68,-0.82,-9.57,-0.13,0.08,0.3
815775,-2.84,-1.12,-9.95,-0.11,0.04,0.3
815783,-2.9,-1.25,-10.24,-0.08,-0.01,0.3
815788,-2.92,-1.36,-10.5,-0.05,-0.04,0.3
815795,-2.81,-1.23,-10.46,-0.03,-0.09,0.3
815800,-2.6,-0.97,-10.86,-0.01,-0.11,0.3
815804,-2.3,-0.78,-10.43,0.01,-0.14,0.3
815810,-1.55,-0.29,-9.73,0.04,-0.17,0.31
815815,-0.65,0.06,-9.84,0.03,-0.16,0.3
815820,-1.28,0.27,-8.92,0.04,-0.18,0.3
815824,-2.02,0.29,-9.4,0.09,-0.28,0.33
815829,-1.61,-0.38,-9.26,0.09,-0.28,0.33
815833,-1.29,-0.2,-9.09,0.09,-0.24,0.28
815838,-1.13,0.17,-9.02,0.09,-0.26,0.3
815842,-1,-0.11,-8.19,0.11,-0.31,0.32
815847,-1.25,0.35,-9.06,0.13,-0.34,0.31
815851,-1.27,0.44,-9.43,0.12,-0.34,0.3
815856,-0.74,0.54,-9.32,0.13,-0.33,0.29
815861,-0.15,0.72,-10.3,0.13,-0.32,0.29
815866,0.21,0.82,-10.06,0.11,-0.32,0.28
815874,0.47,1.5,-11.94,0.14,-0.37,0.29
815879,0.6,0.08,-10.76,0.16,-0.36,0.27
815884,1.08,0.75,-12.28,0.18,-0.36,0.26
815888,1.02,0.71,-11.29,0.15,-0.36,0.27
815893,1.53,0.7,-11.76,0.18,-0.38,0.28
815897,1.85,1.26,-11.73,0.18,-0.35,0.26
815901,2.49,1.58,-11.13,0.17,-0.34,0.25
815906,2.65,2.04,-10.87,0.15,-0.32,0.24
815910,2.86,2.21,-10.48,0.16,-0.33,0.25
815914,3,2.32,-10.25,0.16,-0.32,0.25
815919,2.89,2.31,-10,0.16,-0.31,0.25
815923,3.03,2.18,-9.59,0.16,-0.3,0.24
815927,3,1.96,-9.42,0.15,-0.28,0.23
815932,3.1,1.78,-9.04,0.15,-0.26,0.22
815936,3.08,1.65,-8.9,0.14,-0.24,0.22
815941,3.09,1.67,-8.9,0.14,-0.22,0.21
815945,3.08,1.67,-8.8,0.13,-0.2,0.21
815950,3.22,1.66,-8.99,0.13,-0.19,0.21
815954,3.2,1.7,-9.01,0.12,-0.16,0.19
815974,2.97,1.48,-9.97,0.11,-0.06,0.16
815981,2.39,1.29,-9.61,0.12,-0.08,0.17
815986,2.52,2.69,-10.43,0.1,-0.05,0.16
815991,3.12,3.35,-9.97,0.04,0.01,0.12
815996,3.46,3.14,-9.54,0.05,0.06,0.1
816002,4.03,2.71,-9.95,0.06,0.07,0.09
816007,3.91,2.4,-9.47,0.04,0.08,0.11
816011,3.77,2.38,-9.64,0.04,0.09,0.11
816016,3.74,2.2,-9.56,0.03,0.12,0.09
816020,3.5,2.56,-9.06,0.02,0.15,0.07
816024,3.14,2.71,-9.04,0.01,0.15,0.07
816029,2.32,2.49,-8.93,0,0.15,0.1
816033,1.86,2.53,-9.09,-0.01,0.15,0.1
816038,1.44,2.53,-8.97,-0.02,0.16,0.09
816042,1.44,2.48,-9.07,-0.03,0.17,0.07
816046,1.5,2.45,-9.26,-0.04,0.2,0.06
