millis,a_x, a_y, a_z, g_x, g_y, g_z
799063,1.2,2.8,-9.76,0.06,0,0.14
799077,0.63,3.29,-10.19,0.03,-0.02,0.13
799081,0.87,3.11,-10.18,0.02,0,0.12
799086,0.97,3.03,-10.07,0.01,0,0.11
799264,0.86,0.18,-9.87,-0.18,0.02,0.07
799269,0.86,-0.05,-9.79,-0.16,0.02,0.07
799273,0.89,0.01,-10.26,-0.15,0.02,0.07
799279,0.73,0.03,-9.99,-0.15,0.02,0.07
799283,0.59,0.11,-9.95,-0.13,0,0.07
799288,0.67,-0.11,-10.24,-0.13,0.01,0.07
799293,0.83,-0.33,-10.1,-0.11,0.02,0.07
799298,1,-0.36,-9.92,-0.08,0.01,0.07
799303,0.86,-0.34,-10.16,-0.08,0.01,0.08
799308,0.79,-0.31,-9.82,-0.06,0,0.08
799313,0.81,-0.23,-9.88,-0.05,0.01,0.08
799317,0.74,-0.58,-9.72,-0.04,0.01,0.08
799322,0.57,-0.44,-9.85,-0.01,0,0.09
799327,0.66,-0.4,-9.81,-0.01,-0.01,0.1
799332,0.48,-0.34,-9.37,0.01,0,0.08
799336,0.5,0.04,-9.49,0.03,-0.02,0.09
799342,0.49,-0.11,-9.35,0.03,-0.01,0.08
799346,0.34,-0.12,-9.45,0.05,-0.01,0.09
799351,0.38,-0.11,-9.45,0.05,-0.02,0.09
799356,0.38,0.1,-9.67,0.07,-0.02,0.09
799360,0.63,-0.19,-9.71,0.08,-0.02,0.08
799366,0.86,-0.08,-9.76,0.09,0,0.07
799370,0.96,0.08,-9.94,0.11,-0.03,0.08
799376,0.89,0.05,-9.82,0.11,-0.03,0.08
799380,0.87,0.33,-10.25,0.13,-0.03,0.09
799386,0.87,0.26,-10.19,0.13,-0.03,0.09
799390,0.75,0.37,-9.78,0.14,-0.02,0.07
799396,0.63,0.69,-10.24,0.16,-0.04,0.08
799400,0.81,0.66,-9.94,0.16,-0.03,0.08
799406,0.89,0.84,-9.95,0.16,-0.02,0.06
799410,0.98,0.86,-10.03,0.17,-0.03,0.07
799415,1.15,0.73,-9.75,0.17,-0.03,0.08
799419,1.14,0.88,-9.61,0.18,-0.02,0.06
799424,1,0.97,-9.95,0.18,-0.03,0.07
799429,0.92,1,-9.44,0.18,-0.03,0.07
799433,1,1.23,-9.74,0.19,-0.03,0.07
799438,0.82,1.37,-9.79,0.18,-0.02,0.07
799442,1.03,1.36,-9.46,0.18,-0.02,0.07
799448,0.87,1.65,-9.77,0.18,-0.02,0.06
799453,0.88,1.53,-9.95,0.18,-0.02,0.06
799457,1.04,1.54,-9.69,0.18,-0.01,0.05
799462,0.87,1.37,-9.74,0.18,-0.02,0.05
799467,0.77,1.47,-10.07,0.18,-0.03,0.05
799473,1.11,1.8,-9.97,0.18,-0.02,0.04
799478,0.87,2.01,-10.01,0.16,0,0.04
799482,1.06,2.11,-9.85,0.16,-0.02,0.04
799486,0.91,2.44,-9.99,0.16,-0.02,0.04
799491,0.99,2.37,-9.91,0.14,-0.02,0.04
799495,0.89,2.29,-9.8,0.14,-0.01,0.03
799499,1.02,2.43,-9.86,0.14,-0.02,0.03
799505,0.74,2.4,-9.63,0.12,-0.02,0.03
799510,0.94,2.39,-9.81,0.12,-0.02,0.02
799514,0.75,2.39,-9.61,0.11,-0.01,0.02
799519,0.95,2.38,-9.53,0.1,-0.02,0.01
799523,0.88,2.32,-9.4,0.09,-0.01,0.01
799527,0.95,2.35,-9.49,0.08,-0.01,0.01
799577,0.89,2.26,-9.83,0,-0.01,-0.02
799581,0.95,2.34,-9.82,-0.01,-0.01,-0.02
799586,1,2.3,-9.83,-0.01,-0.01,-0.03
799593,1.12,2.21,-9.82,-0.03,-0.01,-0.03
799598,0.98,2.12,-9.76,-0.04,-0.01,-0.03
799602,0.83,1.9,-9.82,-0.04,0,-0.03
799607,0.92,1.87,-9.69,-0.05,0,-0.03
799611,0.94,1.59,-9.62,-0.05,-0.01,-0.03
799618,0.77,1.46,-9.86,-0.05,-0.01,-0.03
799623,0.79,1.46,-9.62,-0.05,-0.01,-0.04
799782,0.74,0,-10.06,0.16,-0.02,-0.02
799787,0.8,0.04,-9.71,0.17,-0.02,-0.02
799792,0.62,0.13,-9.94,0.18,-0.03,-0.02
799796,0.75,0.44,-10.03,0.19,-0.03,-0.01
799800,0.8,0.45,-9.66,0.19,-0.02,-0.02
799805,0.84,0.58,-9.75,0.2,-0.03,-0.02
799810,0.91,0.59,-9.86,0.21,-0.03,-0.02
799814,1,0.64,-9.71,0.22,-0.02,-0.02
799979,0.8,2.4,-9.75,0.11,-0.02,-0.06
799984,0.85,2.43,-9.66,0.09,-0.02,-0.06
799988,0.91,2.35,-9.75,0.09,-0.02,-0.06
799993,0.97,2.27,-9.68,0.08,-0.03,-0.06
799998,1,2.18,-9.71,0.07,-0.02,-0.07
800002,1,2.03,-9.82,0.07,-0.02,-0.07
800007,0.94,2,-9.79,0.06,-0.02,-0.07
800071,0.84,1.56,-10,0.03,-0.02,-0.07
800076,0.94,1.11,-9.98,0.02,-0.02,-0.06
800081,0.86,1.25,-9.87,0.03,-0.02,-0.07
800086,0.84,1.11,-9.81,0.03,-0.02,-0.06
800091,0.92,0.88,-9.98,0.03,-0.02,-0.06
800096,1.02,0.84,-9.72,0.05,-0.01,-0.07
800100,0.88,0.94,-9.83,0.05,-0.02,-0.06
800105,0.92,0.73,-9.99,0.05,-0.02,-0.05
800109,0.94,0.67,-9.9,0.05,-0.02,-0.06
800115,0.67,1.18,-9.79,0.06,-0.03,-0.05
800121,0.84,0.74,-9.95,0.06,-0.02,-0.04
800125,0.84,0.65,-9.85,0.06,-0.01,-0.06
800131,0.97,0.9,-9.73,0.08,-0.02,-0.06
800135,0.76,0.94,-9.87,0.08,-0.03,-0.04
800141,0.88,0.52,-9.69,0.08,-0.02,-0.05
800146,0.98,0.81,-9.83,0.09,-0.01,-0.06
800153,0.98,0.51,-9.84,0.1,-0.03,-0.04
800158,0.86,0.6,-9.79,0.11,-0.02,-0.05
800162,0.89,0.61,-9.87,0.11,-0.02,-0.04
800167,0.88,0.47,-9.71,0.12,-0.01,-0.05
800171,0.91,0.7,-9.85,0.13,-0.02,-0.04
800176,0.74,0.65,-9.83,0.13,-0.03,-0.04
800180,0.68,0.59,-9.76,0.13,-0.02,-0.04
800185,0.78,0.67,-9.91,0.14,-0.02,-0.04
800190,0.85,0.7,-9.76,0.15,-0.02,-0.04
800195,0.85,0.73,-9.92,0.16,-0.02,-0.04
800204,0.97,0.73,-9.91,0.17,-0.02,-0.05
800209,0.94,0.63,-9.88,0.17,-0.02,-0.04
800213,1.32,0.19,-10.42,0.18,0,-0.04
800218,2.35,-2.49,-10.06,0.26,0.07,-0.1
800223,0.79,-10.86,-8.28,0.57,0.08,-0.24
800228,-1.56,-10.35,-13.46,0.76,0.07,-0.36
800233,-0.67,-4.61,-11.94,0.6,-0.03,-0.16
800238,-0.65,4.63,-14.62,0.38,-0.11,-0.08
800242,-0.01,9.68,-13.73,0.31,-0.08,0.01
800247,-0.49,13.76,-11.24,0.38,0.2,-0.17
800251,0.01,14.95,-7.68,0.37,0.31,-0.26
800256,1.01,15.72,-7.61,0.38,0.18,-0.22
800260,1.86,13.98,-7.61,0.41,-0.14,-0.07
800265,2.25,11.55,-7.64,0.4,-0.21,-0.02
800269,1.81,8.97,-6.6,0.36,-0.21,-0.02
800274,2.97,6.88,-7.03,0.34,-0.22,-0.02
800278,2.88,4.71,-6.81,0.29,-0.16,-0.01
800283,2.54,2.96,-7.05,0.28,-0.15,0
800335,0.01,6.32,-9.46,0.13,0,-0.02
800339,0.56,7.18,-9.47,0.1,0.02,-0.05
800344,1.23,7.75,-9.28,0.07,0,-0.04
800348,1.66,8.51,-9.28,0.02,-0.01,-0.03
800354,2.04,8.52,-8.69,-0.06,0.01,-0.04
800360,2.47,7.52,-8.15,-0.09,-0.02,-0.05
800365,2.8,6.2,-8.78,-0.12,-0.05,-0.04
800370,2.85,4.48,-9.44,-0.1,-0.06,-0.05
800374,2.79,3.39,-10.18,-0.11,-0.03,-0.07
800387,0.9,1.03,-9.91,-0.2,0.03,-0.06
800392,0.12,0.25,-9.55,-0.18,0,-0.05
800398,-0.71,-0.2,-9.08,-0.17,-0.01,-0.05
800403,-1.01,0.1,-8.41,-0.18,-0.01,-0.05
800408,-0.97,1.14,-7.93,-0.19,-0.02,-0.05
800415,-0.56,2.29,-8.15,-0.21,-0.02,-0.06
800420,0.16,3.85,-8.51,-0.27,0,-0.07
800425,0.54,4.71,-8.6,-0.31,0.02,-0.08
800429,0.96,5.48,-8.67,-0.32,0.02,-0.09
800436,1.75,5.12,-9.39,-0.32,-0.01,-0.09
800441,2.34,4.5,-10.47,-0.35,-0.01,-0.08
800446,2.38,4.18,-10.82,-0.39,0.02,-0.09
800452,2.01,3.63,-11.17,-0.4,0.02,-0.09
800457,1.66,2.83,-12.07,-0.4,0.01,-0.09
800462,0.89,2,-12.37,-0.41,0.01,-0.09
800467,0.59,1.69,-12.49,-0.42,0.01,-0.08
800471,-0.01,1.56,-12.08,-0.44,0,-0.08
800476,-0.37,1.28,-11.71,-0.43,-0.01,-0.08
800483,-0.61,0.64,-10.76,-0.41,-0.04,-0.07
800487,-0.36,0.08,-10.56,-0.4,-0.04,-0.07
800492,-0.19,-0.05,-9.94,-0.4,-0.03,-0.07
800496,0.58,0.24,-9.6,-0.4,-0.03,-0.08
800501,1.21,0.71,-9.35,-0.4,-0.03,-0.08
800505,1.54,1.09,-9.25,-0.4,-0.03,-0.08
800510,1.74,1.27,-8.87,-0.4,-0.01,-0.08
800515,1.95,1.43,-8.94,-0.4,-0.01,-0.06
800520,1.97,1.23,-8.75,-0.4,-0.01,-0.04
800524,1.85,0.88,-9.02,-0.39,0,-0.03
800655,0.56,-1.23,-9.99,0.2,-0.04,0.01
800660,0.78,-1.25,-10.57,0.22,-0.05,0.01
800664,0.92,-0.83,-11.09,0.24,-0.04,0.01
800669,1.09,-0.41,-10.9,0.26,-0.05,0.02
800673,1.19,0.38,-11.54,0.27,-0.05,0.02
800678,1.09,0.77,-11.37,0.24,-0.04,0.04
800682,1.18,0.87,-10.54,0.26,-0.05,0.03
800687,1.08,1.4,-11.04,0.29,-0.06,0.03
800691,1.03,1.44,-10.95,0.27,-0.05,0.04
800696,0.88,1.37,-10.36,0.28,-0.05,0.03
800702,0.85,1.66,-10.46,0.3,-0.05,0.03
800706,0.82,1.76,-9.89,0.28,-0.05,0.03
800712,0.97,1.8,-9.6,0.28,-0.05,0.03
800716,1.16,1.9,-9.82,0.28,-0.04,0.01
800722,1.33,1.94,-9.14,0.27,-0.04,0.01
800726,1.41,2.14,-9.23,0.27,-0.04,0.01
800731,1.36,2.24,-9.34,0.26,-0.03,0.01
800735,1.16,2.08,-9.45,0.26,-0.03,0.01
800740,1.32,1.85,-9.64,0.25,-0.03,0.01
800744,1.45,2.23,-9.84,0.25,-0.01,0
800751,1.47,2.54,-9.73,0.22,-0.01,0
800757,1.35,2.88,-9.85,0.21,-0.01,0
800761,1.14,2.93,-9.95,0.2,-0.01,-0.01
800766,1.37,3.03,-9.98,0.19,-0.01,0
800771,1.29,3.27,-9.98,0.17,0,-0.01
800775,1.31,3.46,-10.05,0.15,0.01,-0.01
800780,1.24,3.81,-9.97,0.13,0.01,-0.01
800784,1.21,4.02,-9.9,0.11,0.01,-0.02
800789,1.18,4.05,-9.59,0.09,0.01,-0.03
800793,1.23,4.23,-9.77,0.07,0.02,-0.04
800798,1.2,3.8,-9.5,0.05,0.02,-0.04
800802,1.06,3.46,-9.51,0.04,0.03,-0.04
800809,1.03,3.17,-9.52,0.01,0.02,-0.03
800813,0.87,3.08,-9.27,0,0.02,-0.04
800818,0.65,3.14,-9.24,-0.01,0.01,-0.04
800822,0.48,3.13,-9.27,-0.03,0.02,-0.05
800827,0.49,3.22,-9.17,-0.05,0.02,-0.05
800831,0.51,3.17,-8.83,-0.06,0.02,-0.06
800836,0.59,3.46,-9,-0.08,0.01,-0.06
800840,0.58,3.37,-9.09,-0.1,0,-0.05
800846,0.75,3.38,-9.15,-0.12,0.02,-0.07
800872,1,3.09,-9.89,-0.22,0.01,-0.07
800877,0.9,2.8,-9.82,-0.24,0.02,-0.08
800881,1.08,2.74,-9.9,-0.24,0.02,-0.09
800886,0.79,2.71,-10.23,-0.26,0.01,-0.08
800891,0.96,2.46,-10.18,-0.26,0.01,-0.08
800895,0.87,2.5,-10.13,-0.28,0.02,-0.09
800900,0.99,2.39,-10.38,-0.29,0.02,-0.09
800905,1.08,2.08,-10.16,-0.29,0.02,-0.09
801145,0.78,1.1,-9.91,0.22,-0.01,-0.05
801149,0.7,1.04,-9.71,0.22,-0.01,-0.04
801154,0.84,1.25,-10.13,0.23,-0.01,-0.05
801158,1,1.49,-9.8,0.22,0.01,-0.06
801163,0.89,1.67,-9.95,0.22,0,-0.05
801168,0.99,1.92,-10.16,0.22,-0.01,-0.05
801173,0.91,2.16,-10.02,0.21,0,-0.05
801177,1.13,2.18,-10.03,0.2,0,-0.06
801182,0.66,2.29,-10.1,0.2,0,-0.06
801186,0.81,2.33,-10.1,0.2,-0.01,-0.05
801294,0.99,2.7,-9.74,-0.09,0.02,-0.11
801299,1.13,2.57,-9.71,-0.1,0.02,-0.11
801303,1.16,2.5,-9.65,-0.11,0.02,-0.11
801308,1.08,2.46,-9.75,-0.12,0.02,-0.11
801312,1.16,2.32,-9.74,-0.12,0.02,-0.11
801317,1.06,2.28,-9.68,-0.13,0.02,-0.11
801399,0.95,0.15,-10.14,-0.13,0.02,-0.07
801403,1.29,0.11,-10.14,-0.12,0.03,-0.09
801456,0.82,-0.18,-9.74,-0.01,0.03,-0.07
801460,0.95,-0.27,-9.52,0.01,0.03,-0.07
801465,0.91,-0.12,-9.98,0.03,0.02,-0.07
801470,0.94,-0.31,-9.76,0.03,0.03,-0.07
801474,0.9,-0.26,-9.83,0.05,0.03,-0.08
801479,0.92,-0.11,-9.88,0.06,0.03,-0.07
801483,0.76,-0.34,-9.88,0.07,0.02,-0.07
801488,0.87,-0.29,-9.96,0.09,0.03,-0.07
801492,0.86,-0.11,-9.84,0.1,0.03,-0.07
801497,0.81,-0.12,-9.91,0.11,0.02,-0.06
801501,0.84,-0.25,-9.86,0.13,0.03,-0.06
801506,0.89,0.17,-9.71,0.14,0.03,-0.07
801510,0.82,0.46,-9.8,0.15,0.01,-0.06
801587,0.89,1.61,-10.07,0.21,0.01,-0.07
801591,0.78,1.6,-9.9,0.21,0.01,-0.06
801596,0.78,1.72,-9.97,0.21,0.01,-0.07
801600,0.75,1.73,-10.01,0.21,0,-0.07
801605,0.69,1.9,-9.99,0.2,0.01,-0.07
801609,0.73,1.92,-9.92,0.2,0,-0.06
801721,1.01,13.78,-6.1,0.19,-0.37,0.19
801725,1.34,10.38,-5.49,0.21,-0.37,0.15
801851,0.41,-0.11,-10.08,-0.43,-0.01,0.17
801856,-0.01,-0.52,-9.91,-0.42,-0.01,0.17
801869,-0.83,0.09,-8.72,-0.43,-0.02,0.16
801874,-0.82,0.96,-8.79,-0.41,-0.04,0.16
801879,-0.4,1.59,-9.03,-0.43,-0.04,0.16
801883,0.21,2.61,-9.05,-0.46,-0.01,0.15
801888,0.75,3.55,-8.92,-0.5,0.01,0.14
801893,1.17,3.92,-8.94,-0.5,-0.01,0.14
801897,1.46,3.73,-9.67,-0.49,-0.03,0.14
801902,1.67,2.99,-10.6,-0.5,-0.02,0.14
801906,1.58,2.55,-11.11,-0.52,0,0.13
801911,1.14,1.91,-11.53,-0.5,-0.02,0.14
801915,1.03,1.01,-12.3,-0.49,-0.02,0.14
801920,0.7,0.53,-12.81,-0.49,-0.02,0.14
801924,0.49,0.21,-12.47,-0.49,-0.02,0.14
801929,0.19,-0.01,-12.41,-0.49,-0.03,0.15
801934,-0.14,-0.39,-12.07,-0.47,-0.04,0.16
801938,-0.27,-1.04,-11.67,-0.43,-0.05,0.17
801943,-0.21,-1.15,-11.66,-0.42,-0.06,0.17
802015,0.67,-2.12,-9.7,-0.22,-0.01,0.19
802020,0.63,-2.4,-9.88,-0.19,-0.01,0.19
802025,0.65,-2.57,-10.28,-0.15,0,0.18
802030,0.92,-2.66,-10.57,-0.11,0,0.18
802035,0.98,-2.66,-10.83,-0.08,0.01,0.19
802039,1.32,-2.68,-11.07,-0.05,0,0.19
802044,1.29,-2.37,-10.95,-0.02,0,0.19
802050,1.5,-2.22,-10.72,0.03,0,0.2
802055,1.45,-2.11,-10.46,0.05,0.01,0.21
802059,1.42,-1.92,-9.93,0.08,-0.01,0.23
802064,0.99,-1.55,-9.99,0.11,-0.01,0.24
802069,0.61,-1.61,-9.61,0.13,-0.02,0.24
802074,0.38,-1.29,-9.29,0.16,-0.03,0.23
802078,0.24,-0.97,-9.33,0.18,-0.02,0.23
802083,-0.1,-1.14,-8.94,0.2,-0.02,0.23
802087,-0.06,-1,-9.19,0.22,-0.03,0.23
802092,-0.21,-0.81,-8.71,0.23,-0.04,0.24
802096,-0.37,-0.5,-9.06,0.25,-0.05,0.24
802101,-0.35,-0.7,-9.26,0.26,-0.06,0.24
802106,-0.16,-0.49,-9.48,0.29,-0.06,0.22
802110,0.11,0,-9.81,0.29,-0.05,0.21
802116,0.51,0.58,-10.16,0.28,-0.05,0.22
802124,0.65,1.01,-10.74,0.31,-0.07,0.21
802128,0.89,1.31,-11.27,0.31,-0.06,0.21
802140,0.89,1.45,-11.41,0.33,-0.08,0.22
802148,0.92,1.78,-10.96,0.32,-0.09,0.21
802153,0.76,2.56,-11.17,0.3,-0.06,0.19
802157,0.55,2.55,-10.28,0.29,-0.07,0.22
802162,0.89,2.54,-10.55,0.32,-0.1,0.21
802167,1.09,3,-10.24,0.29,-0.07,0.19
802172,1.34,3.26,-9.77,0.26,-0.06,0.19
802176,1.38,3.34,-9.69,0.26,-0.07,0.19
802181,1.71,3.13,-9.4,0.25,-0.06,0.18
802185,1.71,3.01,-8.95,0.24,-0.06,0.18
802190,1.64,3.09,-9.09,0.22,-0.05,0.19
802194,1.68,2.69,-8.94,0.21,-0.05,0.2
802199,1.75,2.57,-8.66,0.2,-0.04,0.18
802203,1.7,2.86,-8.94,0.19,-0.03,0.17
802209,1.64,2.75,-8.91,0.17,-0.03,0.17
802214,1.69,2.85,-8.98,0.16,-0.02,0.16
802218,1.62,3.07,-9.16,0.14,-0.01,0.16
802223,1.56,3.2,-9.31,0.11,0,0.16
802227,1.42,3.46,-9.38,0.1,0.01,0.15
802232,1.31,3.59,-9.51,0.08,0.01,0.15
802236,1.2,3.57,-9.65,0.07,0.01,0.14
802241,1.06,3.58,-9.66,0.05,0.01,0.14
802245,0.88,3.62,-9.84,0.04,0.01,0.14
802250,0.78,3.52,-10.02,0.01,0.01,0.14
802255,0.99,3.2,-9.94,0,0.01,0.13
802260,1.11,3.45,-10.03,-0.02,0.02,0.11
802265,1.11,3.37,-9.89,-0.04,0.02,0.11
802269,1.06,3.24,-9.68,-0.06,0.01,0.11
802274,0.9,3.04,-9.64,-0.07,0.01,0.11
802278,0.76,3.14,-9.64,-0.08,0.02,0.11
802284,0.65,2.66,-9.33,-0.11,0.02,0.11
802288,0.41,2.64,-9.34,-0.11,0.01,0.1
802293,0.06,2.62,-9.26,-0.12,0,0.11
802297,-0.11,2.49,-9.15,-0.13,-0.01,0.11
802302,-0.21,2.45,-9.14,-0.14,-0.02,0.1
802309,-0.27,2.43,-9.18,-0.15,-0.02,0.09
802313,0.06,2.34,-9.12,-0.17,-0.02,0.08
802318,0.39,2.29,-9.43,-0.18,-0.01,0.08
802322,0.72,2.21,-9.61,-0.18,-0.01,0.08
802327,0.9,2.11,-9.93,-0.19,-0.02,0.08
802333,1.18,2.09,-10.18,-0.2,-0.02,0.08
802337,1.23,2.25,-10.38,-0.2,-0.02,0.08
802342,1.28,2.17,-10.48,-0.21,-0.02,0.08
802347,1.18,2.33,-10.57,-0.22,-0.02,0.08
802353,1.03,1.86,-10.74,-0.23,-0.01,0.08
802357,0.96,1.83,-10.73,-0.23,-0.01,0.08
802362,0.86,1.56,-10.46,-0.23,-0.02,0.08
802369,0.83,1.29,-10.73,-0.22,-0.01,0.08
802373,1.06,0.93,-10.35,-0.22,-0.01,0.07
802379,1.18,0.77,-10.22,-0.22,-0.01,0.07
802385,1.41,0.32,-9.79,-0.2,-0.01,0.08
802390,1.45,0.17,-9.9,-0.19,0,0.09
802394,1.71,-0.11,-9.64,-0.19,0.01,0.09
802399,1.44,0.36,-9.25,-0.18,0,0.08
802404,1.14,0.38,-9.13,-0.18,0,0.1
802408,1.24,-0.12,-9.34,-0.17,0.01,0.1
802415,1.23,0.16,-9.13,-0.15,0.03,0.09
802419,1.27,0.22,-9.43,-0.15,0.02,0.11
802424,1.23,-0.2,-9.39,-0.14,0.03,0.12
802428,1.07,-0.27,-9.32,-0.1,0.02,0.1
802433,0.71,-0.2,-9.6,-0.1,0.02,0.11
802438,0.51,-0.22,-9.87,-0.1,0.02,0.12
802442,0.43,-0.39,-9.77,-0.09,0.01,0.12
802447,0.48,-0.09,-10.18,-0.06,0.01,0.11
802451,0.61,-0.27,-10.02,-0.06,0.03,0.11
802456,0.55,-0.51,-10.06,-0.04,0.02,0.11
802460,0.67,-0.74,-10.18,-0.01,0.01,0.12
802465,0.7,-0.95,-10.05,0,0.01,0.12
802469,0.51,-1.07,-9.93,0.01,0.01,0.12
802508,-0.12,-0.73,-9.47,0.17,-0.06,0.14
802514,-0.08,-0.7,-9.42,0.2,-0.06,0.14
802519,0.04,-0.63,-9.38,0.21,-0.07,0.14
802523,0.37,-0.5,-9.58,0.22,-0.08,0.14
802528,0.54,-0.38,-9.51,0.24,-0.07,0.14
802533,0.74,-0.26,-9.94,0.26,-0.07,0.14
802539,0.69,-0.38,-9.73,0.27,-0.08,0.14
802545,0.75,0.3,-10.47,0.28,-0.09,0.15
802549,0.83,0.21,-10.14,0.29,-0.08,0.14
802554,0.92,0.73,-10.44,0.3,-0.08,0.14
802560,0.94,0.47,-10.27,0.31,-0.08,0.15
802565,0.95,0.46,-10.7,0.32,-0.09,0.14
802570,0.94,0.87,-10.43,0.33,-0.09,0.14
802575,0.8,1.03,-10.61,0.32,-0.09,0.15
802579,0.78,0.89,-10.14,0.33,-0.09,0.15
802584,0.85,1.56,-10.51,0.35,-0.11,0.13
802588,1.11,1.85,-10.1,0.31,-0.07,0.13
802595,1.43,1.88,-9.55,0.34,-0.09,0.13
802600,1.07,1.9,-9.81,0.34,-0.09,0.13
802604,1.18,2.05,-9.69,0.32,-0.09,0.14
802609,1.09,2.08,-9.29,0.31,-0.08,0.13
802614,1.16,2.14,-9.49,0.31,-0.08,0.13
802618,1.15,2.21,-9.37,0.3,-0.07,0.12
802623,1.15,2.18,-9.23,0.3,-0.08,0.12
802628,1.11,2.47,-9.64,0.28,-0.06,0.12
802632,1.03,2.49,-9.57,0.27,-0.07,0.12
802637,0.76,2.67,-9.56,0.27,-0.07,0.12
802641,0.75,2.65,-9.74,0.26,-0.08,0.12
802646,0.67,2.72,-9.91,0.24,-0.08,0.12
802650,0.66,2.72,-9.98,0.23,-0.07,0.11
802654,0.82,2.79,-10.03,0.22,-0.07,0.1
802659,1.01,2.72,-9.97,0.22,-0.07,0.09
802663,0.97,2.86,-10.15,0.2,-0.07,0.1
802667,0.99,2.85,-10.01,0.19,-0.07,0.1
802672,1.14,2.98,-10.12,0.18,-0.07,0.09
802676,1.07,3,-9.95,0.16,-0.06,0.09
802680,1,2.89,-9.72,0.15,-0.07,0.09
802685,1.06,2.87,-9.74,0.15,-0.07,0.08
802773,1.42,2.18,-10.14,-0.03,-0.01,0.04
802779,1.35,1.94,-10,-0.05,-0.01,0.04
802783,1.15,1.91,-10.1,-0.05,-0.02,0.04
802787,1.25,1.87,-10.06,-0.05,-0.02,0.05
802792,1.13,1.79,-9.92,-0.05,0,0.04
802797,1.03,1.64,-9.75,-0.06,-0.01,0.04
802801,1.08,1.41,-9.73,-0.06,0,0.04
802806,1.17,1.45,-9.87,-0.06,0,0.04
802843,1.04,0.68,-9.94,-0.04,0.02,0.04
802848,1.05,0.47,-9.85,-0.03,0.02,0.05
802852,1.09,0.42,-9.94,-0.01,0.01,0.05
802857,0.96,0.24,-9.86,-0.01,0.01,0.05
802861,0.74,-0.01,-9.99,0,0.01,0.05
802865,0.61,0.05,-10.05,0.01,0,0.05
802870,0.64,-0.09,-9.96,0.02,0.01,0.05
802888,0.51,-0.7,-10.06,0.08,0,0.05
802900,0.42,-0.81,-9.89,0.12,-0.01,0.06
802904,0.46,-0.48,-9.82,0.13,-0.02,0.07
802909,0.51,-0.25,-9.81,0.15,-0.02,0.07
802915,0.56,-0.19,-9.7,0.16,-0.02,0.06
802919,0.43,0.07,-9.65,0.18,-0.03,0.07
802924,0.31,-0.11,-9.69,0.19,-0.04,0.07
802929,0.46,-0.17,-9.69,0.2,-0.03,0.07
802935,0.6,0.25,-9.63,0.21,-0.04,0.07
802940,0.51,0.35,-9.48,0.22,-0.05,0.07
802946,0.53,0.17,-9.74,0.23,-0.05,0.07
802950,0.42,0.34,-9.74,0.24,-0.05,0.07
802955,0.43,0.03,-9.7,0.25,-0.05,0.07
802959,0.61,-0.19,-9.95,0.26,-0.05,0.07
802964,0.29,-0.11,-10.06,0.27,-0.06,0.07
802971,0.42,0.32,-10.24,0.3,-0.08,0.09
802975,0.8,0.41,-10.39,0.3,-0.07,0.08
802980,1.12,0.78,-10.04,0.31,-0.06,0.06
802984,0.84,1.37,-10.23,0.3,-0.06,0.08
802989,0.56,1.07,-9.92,0.29,-0.08,0.09
802993,0.56,1.26,-10.3,0.32,-0.1,0.09
802998,0.38,1.23,-10,0.31,-0.07,0.08
803002,0.59,1.26,-10.05,0.32,-0.07,0.07
803007,0.63,1.24,-9.93,0.32,-0.08,0.07
803011,0.69,1.43,-9.7,0.32,-0.09,0.08
803016,0.71,1.65,-9.99,0.31,-0.1,0.08
803021,0.97,1.7,-9.63,0.3,-0.08,0.07
803025,1,1.69,-9.61,0.31,-0.08,0.07
803030,0.91,1.63,-9.78,0.31,-0.09,0.07
803034,0.93,1.77,-9.76,0.3,-0.09,0.07
803039,0.89,1.99,-9.62,0.3,-0.09,0.07
803043,0.94,2.08,-9.67,0.29,-0.09,0.07
803047,0.93,1.72,-9.95,0.28,-0.09,0.06
803052,1.55,0.08,-10.5,0.31,-0.04,0.04
803056,1.03,-5.92,-8.07,0.51,0,-0.05
803061,0.27,-12.23,-11.53,0.8,-0.02,-0.22
803072,-0.82,-3.93,-15.3,0.66,-0.17,0
803077,1.9,7.81,-16.67,0.43,-0.12,0.19
803082,2.16,15.96,-13.6,0.34,0.15,0.14
803087,-0.16,17.89,-7.6,0.49,0.27,0.04
803091,0.28,18.95,-6.48,0.49,0.18,0.07
803096,1.67,16.68,-6.13,0.44,-0.23,0.26
803102,2.81,12.48,-7.77,0.59,-0.54,0.4
803106,4,9.38,-7.64,0.6,-0.54,0.42
803111,4.88,8.76,-8.97,0.41,-0.3,0.39
803116,4.04,7.24,-6.3,0.21,-0.09,0.41
803121,2.99,7.18,-5.99,0.19,-0.14,0.43
803125,2.29,6.16,-6.29,0.17,-0.19,0.48
803130,2.35,4.89,-8.14,0.24,-0.28,0.51
803134,2.72,2.9,-10.16,0.3,-0.29,0.53
803139,2.33,0.18,-11.93,0.31,-0.22,0.48
803144,0.95,-0.15,-12.02,0.19,-0.05,0.41
803150,0.15,1.74,-10.26,0.08,-0.02,0.44
803155,-0.29,2.25,-9.45,0.11,-0.12,0.46
803160,-0.43,3.06,-8.73,0.15,-0.14,0.43
803164,-0.37,3.7,-8.28,0.11,-0.11,0.42
803169,0.4,4.71,-7.82,0.06,-0.06,0.38
